customer_id,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
4335-UPJSI,3,2639,Stayed,43,No,0,Not Applicable,N/A
4338-EYCER,3,5763,Stayed,43,No,0,Not Applicable,N/A
4342-HENTK,1,2189,Churned,74,Yes,1,Competitor,Competitor had better devices
4342-HFXWS,3,3442,Stayed,50,No,0,Not Applicable,N/A
4343-EJVQB,4,2463,Stayed,51,No,0,Not Applicable,N/A
4349-GFQHK,3,4212,Churned,87,Yes,1,Attitude,Attitude of service provider
4350-ZTLPI,4,4163,Stayed,36,No,0,Not Applicable,N/A
4351-QLCSU,1,3809,Churned,91,Yes,1,Price,Long distance charges
4353-HYOJD,3,5580,Stayed,75,No,0,Not Applicable,N/A
4355-CVPVS,5,4170,Stayed,72,No,0,Not Applicable,N/A
4355-HBJHH,1,6289,Churned,77,Yes,1,Price,Price too high
4359-INNWN,4,4828,Stayed,70,No,0,Not Applicable,N/A
4360-PNRQB,5,4030,Stayed,78,No,0,Not Applicable,N/A
4360-QRAVE,5,2494,Stayed,72,No,0,Not Applicable,N/A
4361-BKAXE,1,3038,Churned,80,Yes,1,Competitor,Competitor made better offer
4361-FEBGN,5,4399,Stayed,43,No,0,Not Applicable,N/A
4361-JEIVL,3,4067,Churned,82,Yes,1,Attitude,Attitude of service provider
4365-MSDYN,5,4909,Stayed,31,No,0,Not Applicable,N/A
4366-CTOUZ,4,5419,Stayed,53,No,0,Not Applicable,N/A
4367-NHWMM,4,5318,Joined,61,No,0,Not Applicable,N/A
4367-NUYAO,5,4950,Stayed,48,No,0,Not Applicable,N/A
4369-HTUIF,2,5831,Churned,90,Yes,1,Attitude,Attitude of service provider
4369-NYSCF,3,6487,Stayed,56,No,0,Not Applicable,N/A
4373-MAVJG,2,5148,Churned,70,Yes,1,Competitor,Competitor made better offer
4373-VVHQL,4,5479,Joined,59,No,0,Not Applicable,N/A
4374-YMUSQ,3,4022,Stayed,22,No,0,Not Applicable,N/A
4376-KFVRS,3,4842,Stayed,39,No,0,Not Applicable,N/A
4377-VDHYI,3,2722,Stayed,80,No,0,Not Applicable,N/A
4378-BZYFP,3,2259,Stayed,65,No,0,Not Applicable,N/A
4378-MYPGO,3,5795,Stayed,36,No,0,Not Applicable,N/A
4381-MHQDC,3,3286,Stayed,40,No,0,Not Applicable,N/A
4385-GZQXV,1,3810,Churned,81,Yes,1,Competitor,Competitor had better devices
4385-ZKVNW,4,4412,Stayed,21,No,0,Not Applicable,N/A
4389-UEFCZ,3,5551,Stayed,62,No,0,Not Applicable,N/A
4390-KYULV,1,4115,Churned,90,Yes,1,Attitude,Attitude of support person
4391-LNRXK,5,4242,Stayed,28,No,0,Not Applicable,N/A
4391-RESHN,1,5963,Churned,93,Yes,1,Competitor,Competitor had better devices
4393-GEADV,3,5035,Stayed,72,No,0,Not Applicable,N/A
4393-OBCRR,3,4331,Joined,31,No,0,Not Applicable,N/A
4393-RYCRE,3,4588,Stayed,60,No,0,Not Applicable,N/A
4395-PZMSN,4,2850,Stayed,48,No,0,Not Applicable,N/A
4396-KLSEH,5,5918,Stayed,71,No,0,Not Applicable,N/A
4397-FRLTA,4,5535,Stayed,75,No,0,Not Applicable,N/A
4398-HSCJH,1,3155,Churned,70,Yes,1,Competitor,Competitor offered higher download speeds
4402-FTBXC,3,4980,Stayed,67,No,0,Not Applicable,N/A
4403-BWPAY,4,4527,Stayed,22,No,0,Not Applicable,N/A
4404-HIBDJ,1,5175,Churned,85,Yes,1,Competitor,Competitor offered more data
4412-YLTKF,1,4638,Churned,95,Yes,1,Competitor,Competitor had better devices
4415-IJZTP,1,2016,Churned,69,Yes,1,Competitor,Competitor had better devices
4415-WNGVR,4,3355,Stayed,42,No,0,Not Applicable,N/A
4418-LZMSV,3,4749,Stayed,47,No,0,Not Applicable,N/A
4419-UJMUS,4,4637,Stayed,73,No,0,Not Applicable,N/A
4422-QVIJA,3,5879,Stayed,74,No,0,Not Applicable,N/A
4423-JWZJN,4,4799,Stayed,53,No,0,Not Applicable,N/A
4423-YLHDV,1,5570,Churned,67,Yes,1,Attitude,Attitude of support person
4424-TKOPW,1,4998,Churned,70,Yes,1,Price,Lack of affordable download/upload speed
4425-OWHWB,5,5811,Stayed,77,No,0,Not Applicable,N/A
4429-WYGFR,4,2752,Stayed,54,No,0,Not Applicable,N/A
4430-UZIPO,1,5825,Churned,91,Yes,1,Competitor,Competitor made better offer
4430-YHXGG,5,2616,Stayed,77,No,0,Not Applicable,N/A
4431-EDMIQ,3,2950,Stayed,37,No,0,Not Applicable,N/A
4432-ADRLB,1,4655,Churned,91,Yes,1,Competitor,Competitor made better offer
4433-JCGCG,1,2436,Churned,88,Yes,1,Competitor,Competitor made better offer
4439-JMPMT,1,3608,Churned,71,Yes,1,Attitude,Attitude of support person
4439-YRNVD,3,4571,Stayed,24,No,0,Not Applicable,N/A
4441-NIHPT,1,2995,Churned,90,Yes,1,Competitor,Competitor had better devices
4443-EMBNA,3,4642,Stayed,51,No,0,Not Applicable,N/A
4445-KWOKW,3,5988,Stayed,55,No,0,Not Applicable,N/A
4445-ZJNMU,3,3540,Stayed,69,No,0,Not Applicable,N/A
4446-BZKHU,1,5011,Churned,86,Yes,1,Competitor,Competitor had better devices
4450-DLLMH,3,2274,Joined,43,No,0,Not Applicable,N/A
4450-MDZFX,5,5100,Stayed,26,No,0,Not Applicable,N/A
4450-YOOHP,4,5433,Stayed,31,No,0,Not Applicable,N/A
4451-RWASJ,4,5471,Stayed,59,No,0,Not Applicable,N/A
4452-QIIEB,5,3565,Stayed,75,No,0,Not Applicable,N/A
4452-ROHMO,3,2722,Stayed,38,No,0,Not Applicable,N/A
4455-BFSPD,3,5177,Stayed,79,No,0,Not Applicable,N/A
4456-RHSNB,3,5735,Stayed,27,No,0,Not Applicable,N/A
4458-KVRBJ,4,5537,Stayed,69,No,0,Not Applicable,N/A
4459-BBGHE,4,5833,Stayed,58,No,0,Not Applicable,N/A
4462-CYWMH,3,4981,Stayed,67,No,0,Not Applicable,N/A
4464-JCOLN,3,2362,Churned,68,Yes,1,Attitude,Attitude of support person
4465-VDKIQ,5,4228,Stayed,42,No,0,Not Applicable,N/A
4468-KAZHE,5,2399,Stayed,37,No,0,Not Applicable,N/A
4468-YDOVK,5,3307,Stayed,68,No,0,Not Applicable,N/A
4471-KXAUH,3,2514,Churned,91,Yes,1,Attitude,Attitude of service provider
4472-LVYGI,3,2578,Stayed,36,No,0,Not Applicable,N/A
4472-VESGY,4,5123,Stayed,48,No,0,Not Applicable,N/A
4475-NVTLU,3,3451,Stayed,24,No,0,Not Applicable,N/A
4476-OSWTN,3,4887,Stayed,25,No,0,Not Applicable,N/A
4480-MBMLB,3,5319,Stayed,68,No,0,Not Applicable,N/A
4480-QQRHC,3,4899,Stayed,79,No,0,Not Applicable,N/A
4482-EWFMI,5,3056,Joined,43,No,0,Not Applicable,N/A
4482-FTFFX,4,5232,Stayed,78,No,0,Not Applicable,N/A
4484-CGXFK,1,3190,Churned,96,Yes,1,Dissatisfaction,Product dissatisfaction
4484-GLZOU,2,4839,Churned,65,Yes,1,Other,Don't know
4486-EFAEB,5,2486,Stayed,54,No,0,Not Applicable,N/A
4487-ZYJZK,3,4623,Stayed,53,No,0,Not Applicable,N/A
4488-KQFDT,4,4148,Stayed,59,No,0,Not Applicable,N/A
4488-PSYCG,1,4327,Churned,83,Yes,1,Price,Long distance charges
4489-SNOJF,1,5898,Churned,83,Yes,1,Other,Don't know
4495-LHSSK,3,3425,Stayed,79,No,0,Not Applicable,N/A
4500-HKANN,5,3464,Stayed,49,No,0,Not Applicable,N/A
4501-EQDRN,2,4620,Churned,91,Yes,1,Attitude,Attitude of service provider
4501-UYKBC,3,3856,Stayed,30,No,0,Not Applicable,N/A
4501-VCPFK,5,2734,Stayed,65,No,0,Not Applicable,N/A
4503-BDXBD,1,4251,Churned,76,Yes,1,Attitude,Attitude of support person
4504-YOULA,3,3682,Stayed,49,No,0,Not Applicable,N/A
4505-EXZHB,1,3964,Churned,91,Yes,1,Competitor,Competitor offered more data
4508-OEBEY,3,5611,Stayed,61,No,0,Not Applicable,N/A
4510-HIMLV,2,4154,Churned,90,Yes,1,Dissatisfaction,Network reliability
4510-PYUSH,1,3110,Churned,75,Yes,1,Attitude,Attitude of support person
4512-ZUIYL,3,2928,Churned,81,Yes,1,Other,Moved
4513-CXYIX,3,4583,Stayed,54,No,0,Not Applicable,N/A
4514-GFCFI,2,5136,Churned,91,Yes,1,Attitude,Attitude of support person
4518-FZBSX,4,4439,Stayed,64,No,0,Not Applicable,N/A
4521-WFJAI,3,4246,Stayed,40,No,0,Not Applicable,N/A
4521-YEEHE,5,3127,Stayed,59,No,0,Not Applicable,N/A
4522-AKYLR,4,5557,Stayed,7,No,0,Not Applicable,N/A
4522-XRWWI,3,4397,Stayed,62,No,0,Not Applicable,N/A
4523-WXCEF,2,4160,Churned,87,Yes,1,Dissatisfaction,Service dissatisfaction
4524-QCSSM,4,4512,Stayed,33,No,0,Not Applicable,N/A
4525-VZCZG,4,5915,Stayed,35,No,0,Not Applicable,N/A
4526-EXKKN,5,2601,Stayed,65,No,0,Not Applicable,N/A
4526-RMTLL,4,4457,Stayed,64,No,0,Not Applicable,N/A
4526-ZJJTM,3,4849,Stayed,51,No,0,Not Applicable,N/A
4529-CKBCL,2,4381,Churned,85,Yes,1,Attitude,Attitude of service provider
4530-NDRKU,4,5091,Stayed,80,No,0,Not Applicable,N/A
4531-AUZNK,3,6492,Stayed,21,No,0,Not Applicable,N/A
4534-WGCIR,4,6444,Stayed,71,No,0,Not Applicable,N/A
4536-PLEQY,3,2540,Stayed,80,No,0,Not Applicable,N/A
4537-CIBHB,5,4272,Stayed,48,No,0,Not Applicable,N/A
4537-DKTAL,5,4372,Joined,70,No,0,Not Applicable,N/A
4538-WNTMJ,3,3979,Stayed,58,No,0,Not Applicable,N/A
4541-RMRLG,3,4489,Churned,82,Yes,1,Attitude,Attitude of support person
4544-RXFMG,3,4184,Stayed,50,No,0,Not Applicable,N/A
4546-FOKWR,5,3574,Stayed,27,No,0,Not Applicable,N/A
4547-FZJWE,4,5712,Stayed,77,No,0,Not Applicable,N/A
4547-KQRTM,1,3740,Churned,76,Yes,1,Competitor,Competitor offered higher download speeds
4547-LYTDD,1,2850,Churned,73,Yes,1,Competitor,Competitor had better devices
4548-SDBKE,3,4109,Churned,87,Yes,1,Attitude,Attitude of service provider
4549-ZDQYY,3,6078,Stayed,28,No,0,Not Applicable,N/A
4550-EVXNY,2,2418,Churned,77,Yes,1,Competitor,Competitor offered higher download speeds
4550-VBOFE,1,5005,Churned,91,Yes,1,Competitor,Competitor had better devices
4553-DVPZG,5,5049,Stayed,77,No,0,Not Applicable,N/A
4554-YGZIH,2,5059,Churned,96,Yes,1,Competitor,Competitor made better offer
4558-CGYCZ,3,4987,Stayed,25,No,0,Not Applicable,N/A
4558-FANTW,1,5643,Churned,89,Yes,1,Price,Lack of affordable download/upload speed
4559-UWIHT,5,4965,Stayed,79,No,0,Not Applicable,N/A
4560-WQAQW,3,4244,Stayed,29,No,0,Not Applicable,N/A
4565-EVZMJ,4,5774,Stayed,40,No,0,Not Applicable,N/A
4565-NLZBV,4,4015,Stayed,42,No,0,Not Applicable,N/A
4566-GOLUK,2,3620,Churned,91,Yes,1,Attitude,Attitude of support person
4566-NECEV,3,3787,Stayed,56,No,0,Not Applicable,N/A
4566-QVRRW,1,3200,Churned,84,Yes,1,Competitor,Competitor had better devices
4567-AKPIA,5,4854,Stayed,77,No,0,Not Applicable,N/A
4568-KNYWR,4,6471,Stayed,43,No,0,Not Applicable,N/A
4568-TTZRT,5,5380,Stayed,21,No,0,Not Applicable,N/A
4570-QHXHL,3,5644,Stayed,70,No,0,Not Applicable,N/A
4572-DVCGN,3,3598,Churned,85,Yes,1,Competitor,Competitor made better offer
4573-JKNAE,5,2558,Stayed,74,No,0,Not Applicable,N/A
4576-CSAJH,3,5866,Churned,90,Yes,1,Competitor,Competitor made better offer
4578-PHJYZ,3,4172,Stayed,51,No,0,Not Applicable,N/A
4580-TMHJU,2,2152,Churned,65,Yes,1,Other,Don't know
4581-LNWUM,3,3000,Stayed,78,No,0,Not Applicable,N/A
4581-SSPWD,1,5475,Churned,93,Yes,1,Competitor,Competitor had better devices
4583-PARNH,5,4045,Stayed,46,No,0,Not Applicable,N/A
4584-LBNMK,4,5644,Stayed,61,No,0,Not Applicable,N/A
4585-HETAI,1,5026,Churned,83,Yes,1,Dissatisfaction,Service dissatisfaction
4587-NUKOX,1,5339,Churned,74,Yes,1,Attitude,Attitude of support person
4587-VVTOX,1,4163,Churned,90,Yes,1,Competitor,Competitor offered more data
4588-YBNIB,2,4205,Churned,91,Yes,1,Price,Price too high
4589-IUAJB,4,4118,Stayed,75,No,0,Not Applicable,N/A
4592-IWTJI,1,2613,Churned,84,Yes,1,Attitude,Attitude of support person
4597-ELFTS,3,5327,Churned,92,Yes,1,Attitude,Attitude of support person
4597-NUCQV,3,4287,Churned,87,Yes,1,Attitude,Attitude of support person
4598-XLKNJ,2,5337,Churned,88,Yes,1,Dissatisfaction,Limited range of services
4598-ZADCK,3,5183,Stayed,28,No,0,Not Applicable,N/A
4603-JANFB,1,4548,Churned,90,Yes,1,Competitor,Competitor had better devices
4607-CHPCA,3,5801,Churned,91,Yes,1,Competitor,Competitor made better offer
4608-LCIMN,3,5724,Stayed,63,No,0,Not Applicable,N/A
4609-KNNWG,5,4870,Stayed,49,No,0,Not Applicable,N/A
4611-ANLQC,3,5493,Stayed,65,No,0,Not Applicable,N/A
4612-SSVHJ,5,2416,Stayed,27,No,0,Not Applicable,N/A
4612-THJBS,3,5605,Churned,93,Yes,1,Attitude,Attitude of service provider
4614-NUVZD,3,2075,Churned,85,Yes,1,Competitor,Competitor offered more data
4615-PIVVU,5,4668,Stayed,62,No,0,Not Applicable,N/A
4616-EWBNJ,3,4545,Stayed,22,No,0,Not Applicable,N/A
4616-ULAOA,3,6332,Stayed,23,No,0,Not Applicable,N/A
4619-EVPHY,5,3748,Stayed,57,No,0,Not Applicable,N/A
4622-YNKIJ,3,5087,Stayed,32,No,0,Not Applicable,N/A
4623-ZKHLY,4,3727,Stayed,28,No,0,Not Applicable,N/A
4625-EWPTF,1,4549,Churned,94,Yes,1,Competitor,Competitor had better devices
4625-LAMOB,5,2404,Stayed,55,No,0,Not Applicable,N/A
4625-XMOYM,4,5098,Stayed,36,No,0,Not Applicable,N/A
4626-GYCZP,1,3506,Churned,79,Yes,1,Competitor,Competitor had better devices
4626-OZDTJ,5,5408,Stayed,80,No,0,Not Applicable,N/A
4627-MIHJH,3,4948,Stayed,69,No,0,Not Applicable,N/A
4628-CTTLA,1,4917,Churned,66,Yes,1,Dissatisfaction,Lack of self-service on Website
4628-WQCQQ,1,5928,Churned,81,Yes,1,Competitor,Competitor had better devices
4629-NRXKX,1,5687,Churned,75,Yes,1,Dissatisfaction,Network reliability
4631-OACRM,1,3621,Churned,74,Yes,1,Competitor,Competitor offered higher download speeds
4632-PAOYU,3,2233,Stayed,61,No,0,Not Applicable,N/A
4632-XJMEX,4,6281,Stayed,24,No,0,Not Applicable,N/A
4633-MKHYU,5,2952,Stayed,32,No,0,Not Applicable,N/A
4634-JLRJT,4,2183,Joined,40,No,0,Not Applicable,N/A
4635-EJYPD,4,4735,Stayed,49,No,0,Not Applicable,N/A
4636-JGAAI,3,4014,Stayed,70,No,0,Not Applicable,N/A
4636-OLWOE,4,5594,Stayed,56,No,0,Not Applicable,N/A
4636-QRJKY,3,5032,Churned,91,Yes,1,Price,Price too high
4636-TVXVG,4,4803,Stayed,32,No,0,Not Applicable,N/A
4640-UHDOS,1,4498,Churned,91,Yes,1,Competitor,Competitor had better devices
4641-FROLU,4,4453,Stayed,30,No,0,Not Applicable,N/A
4644-OBGFZ,4,5067,Stayed,64,No,0,Not Applicable,N/A
4644-PIZRT,3,2704,Stayed,35,No,0,Not Applicable,N/A
4646-QZXTF,3,5928,Stayed,57,No,0,Not Applicable,N/A
4647-MUZON,3,5009,Stayed,20,No,0,Not Applicable,N/A
4647-XXZAM,4,5450,Stayed,51,No,0,Not Applicable,N/A
4648-YPBTM,4,5644,Stayed,55,No,0,Not Applicable,N/A
4652-NNHNY,1,3226,Churned,77,Yes,1,Other,Don't know
4652-ODEVH,5,3586,Stayed,57,No,0,Not Applicable,N/A
4654-DLAMQ,3,4053,Stayed,68,No,0,Not Applicable,N/A
4654-GGUII,4,4624,Stayed,48,No,0,Not Applicable,N/A
4654-ULTTN,3,6447,Stayed,60,No,0,Not Applicable,N/A
4656-CAURT,3,6059,Stayed,31,No,0,Not Applicable,N/A
4657-FWVFY,5,2004,Stayed,52,No,0,Not Applicable,N/A
4658-HCOHW,1,3123,Churned,91,Yes,1,Competitor,Competitor had better devices
4659-NZRUF,3,5830,Churned,78,Yes,1,Price,Long distance charges
4660-IRIBM,4,5192,Stayed,33,No,0,Not Applicable,N/A
4661-NJEUX,3,5368,Joined,52,No,0,Not Applicable,N/A
4662-EKDPQ,1,5344,Churned,90,Yes,1,Competitor,Competitor made better offer
4664-NJCMS,3,5980,Stayed,68,No,0,Not Applicable,N/A
4667-OHGKG,3,4266,Churned,91,Yes,1,Dissatisfaction,Service dissatisfaction
4667-QONEA,3,5153,Stayed,59,No,0,Not Applicable,N/A
4670-TABXH,3,5791,Stayed,71,No,0,Not Applicable,N/A
4671-LXRDQ,1,5704,Churned,93,Yes,1,Competitor,Competitor had better devices
4671-VJLCL,3,4595,Stayed,70,No,0,Not Applicable,N/A
4672-FOTSD,3,4334,Stayed,56,No,0,Not Applicable,N/A
4673-KKSLS,4,5094,Stayed,48,No,0,Not Applicable,N/A
4674-HGNUA,3,4444,Stayed,57,No,0,Not Applicable,N/A
4676-MQUEA,3,4184,Stayed,25,No,0,Not Applicable,N/A
4676-WLUHT,3,6143,Stayed,26,No,0,Not Applicable,N/A
4678-DVQEO,1,4138,Churned,71,Yes,1,Competitor,Competitor made better offer
4680-KUTAJ,4,5014,Stayed,80,No,0,Not Applicable,N/A
4682-BLBUC,5,3678,Stayed,66,No,0,Not Applicable,N/A
4683-WYDOU,4,4697,Stayed,40,No,0,Not Applicable,N/A
4685-ERGHK,5,6109,Stayed,71,No,0,Not Applicable,N/A
4685-TFLLS,5,4808,Stayed,74,No,0,Not Applicable,N/A
4686-GEFRM,3,5582,Stayed,57,No,0,Not Applicable,N/A
4686-UXDML,3,2113,Stayed,74,No,0,Not Applicable,N/A
4690-LLKUA,1,3797,Churned,93,Yes,1,Competitor,Competitor made better offer
4690-PKDQG,3,4121,Stayed,26,No,0,Not Applicable,N/A
4692-NNQRU,3,4900,Stayed,24,No,0,Not Applicable,N/A
4693-VWVBO,4,3889,Joined,46,No,0,Not Applicable,N/A
4694-PHWFW,4,5919,Stayed,40,No,0,Not Applicable,N/A
4695-VADHF,1,2989,Churned,84,Yes,1,Competitor,Competitor had better devices
4695-WJZUE,1,3685,Churned,80,Yes,1,Competitor,Competitor had better devices
4697-LUPSU,3,3866,Joined,44,No,0,Not Applicable,N/A
4698-KVLLG,5,4224,Stayed,68,No,0,Not Applicable,N/A
4700-UBQMV,4,3503,Stayed,47,No,0,Not Applicable,N/A
4701-AHWMW,1,6041,Churned,69,Yes,1,Attitude,Attitude of service provider
4701-LKOZD,4,5150,Stayed,78,No,0,Not Applicable,N/A
4701-MLJPN,3,2933,Churned,78,Yes,1,Attitude,Attitude of support person
4702-HDRKD,3,5905,Stayed,33,No,0,Not Applicable,N/A
4702-IOQDC,3,2007,Churned,91,Yes,1,Competitor,Competitor offered higher download speeds
4703-MQYKT,4,4562,Stayed,22,No,0,Not Applicable,N/A
4704-ERYFC,1,2159,Churned,85,Yes,1,Competitor,Competitor offered higher download speeds
4706-AXVKM,2,5118,Churned,67,Yes,1,Price,Extra data charges
4706-DGAHW,3,4576,Joined,44,No,0,Not Applicable,N/A
4707-MAXGU,5,5514,Stayed,45,No,0,Not Applicable,N/A
4707-YNOQA,4,5854,Stayed,43,No,0,Not Applicable,N/A
4709-LKHYG,5,3800,Stayed,34,No,0,Not Applicable,N/A
4710-FDUIZ,2,5170,Churned,67,Yes,1,Competitor,Competitor offered more data
4710-NKCAW,3,3260,Stayed,31,No,0,Not Applicable,N/A
4712-AUQZO,4,5388,Stayed,21,No,0,Not Applicable,N/A
4712-UYOOI,3,3402,Stayed,70,No,0,Not Applicable,N/A
4713-LZDRV,3,4322,Churned,94,Yes,1,Price,Long distance charges
4713-ZBURT,4,3333,Stayed,38,No,0,Not Applicable,N/A
4716-HHKQH,3,5328,Stayed,65,No,0,Not Applicable,N/A
4716-MRVEN,5,4128,Stayed,65,No,0,Not Applicable,N/A
4717-GHADL,4,5592,Stayed,39,No,0,Not Applicable,N/A
4718-DHSMV,5,2534,Stayed,44,No,0,Not Applicable,N/A
4718-WXBGI,4,4403,Stayed,30,No,0,Not Applicable,N/A
4719-UMSIY,5,2231,Stayed,34,No,0,Not Applicable,N/A
4720-VSTSI,2,3997,Churned,66,Yes,1,Attitude,Attitude of support person
4723-BEGSG,3,5483,Stayed,61,No,0,Not Applicable,N/A
4724-WXVWF,3,4334,Stayed,33,No,0,Not Applicable,N/A
4726-DLWQN,3,5596,Stayed,30,No,0,Not Applicable,N/A
4727-MCYZG,5,2207,Joined,35,No,0,Not Applicable,N/A
4729-XKASR,1,3001,Churned,96,Yes,1,Competitor,Competitor had better devices
4730-AWNAU,3,3671,Stayed,69,No,0,Not Applicable,N/A
4732-RRJZC,3,4954,Stayed,45,No,0,Not Applicable,N/A
4735-ASGMA,1,4997,Churned,91,Yes,1,Competitor,Competitor had better devices
4735-BJKOU,5,3915,Stayed,64,No,0,Not Applicable,N/A
4737-AQCPU,3,4658,Stayed,42,No,0,Not Applicable,N/A
4737-HOBAX,4,4073,Stayed,52,No,0,Not Applicable,N/A
4741-WWJQZ,3,5251,Joined,26,No,0,Not Applicable,N/A
4742-DRORA,4,4149,Stayed,46,No,0,Not Applicable,N/A
4742-TXUEX,4,5829,Stayed,43,No,0,Not Applicable,N/A
4745-LSPLO,2,3731,Churned,84,Yes,1,Attitude,Attitude of support person
4747-LCAQL,4,5263,Stayed,52,No,0,Not Applicable,N/A
4749-OJKQU,5,5396,Stayed,31,No,0,Not Applicable,N/A
4749-VFKVB,2,4778,Churned,90,Yes,1,Other,Don't know
4750-UKWJK,4,5730,Stayed,77,No,0,Not Applicable,N/A
4750-ZRXIU,1,2467,Churned,83,Yes,1,Competitor,Competitor had better devices
4751-ERMAN,3,4171,Stayed,35,No,0,Not Applicable,N/A
4753-PADAS,4,5027,Stayed,68,No,0,Not Applicable,N/A
4759-PXTAN,5,4093,Stayed,26,No,0,Not Applicable,N/A
4759-TRPLW,1,4238,Churned,70,Yes,1,Competitor,Competitor had better devices
4760-THGOT,3,4392,Stayed,71,No,0,Not Applicable,N/A
4760-XOHVN,2,2865,Churned,84,Yes,1,Competitor,Competitor made better offer
4763-PGDPO,1,4494,Churned,88,Yes,1,Competitor,Competitor had better devices
4765-OXPPD,1,3983,Churned,76,Yes,1,Competitor,Competitor offered more data
4767-HZZHQ,3,5036,Stayed,9,No,0,Not Applicable,N/A
4770-QAZXN,5,2783,Stayed,54,No,0,Not Applicable,N/A
4770-UEZOX,3,4545,Joined,34,No,0,Not Applicable,N/A
4774-HHGGS,4,2347,Stayed,28,No,0,Not Applicable,N/A
4776-XSKYQ,4,5988,Stayed,64,No,0,Not Applicable,N/A
4778-IZARL,3,6216,Stayed,26,No,0,Not Applicable,N/A
4779-ZGICK,3,5019,Stayed,66,No,0,Not Applicable,N/A
4781-ZXYGU,3,3960,Joined,40,No,0,Not Applicable,N/A
4782-OSFXZ,3,5089,Stayed,20,No,0,Not Applicable,N/A
4785-FCIFB,5,4900,Stayed,23,No,0,Not Applicable,N/A
4785-NKHCX,5,2154,Stayed,31,No,0,Not Applicable,N/A
4785-QRJHC,3,4011,Churned,80,Yes,1,Competitor,Competitor offered higher download speeds
4786-UKSNZ,2,5418,Churned,91,Yes,1,Competitor,Competitor made better offer
4789-KWMXN,1,3344,Churned,90,Yes,1,Price,Price too high
4791-QRGMF,3,6098,Churned,76,Yes,1,Competitor,Competitor offered more data
4795-KTRTH,1,4287,Churned,91,Yes,1,Competitor,Competitor made better offer
4795-UXVCJ,3,5823,Stayed,77,No,0,Not Applicable,N/A
4795-WRNVT,3,3885,Stayed,54,No,0,Not Applicable,N/A
4797-AXPXK,1,4531,Churned,93,Yes,1,Attitude,Attitude of service provider
4797-MIWUM,5,3149,Stayed,42,No,0,Not Applicable,N/A
4800-CZMPC,1,4736,Churned,71,Yes,1,Attitude,Attitude of service provider
4800-VHZKI,3,3351,Churned,92,Yes,1,Competitor,Competitor made better offer
4801-JZAZL,4,2793,Stayed,59,No,0,Not Applicable,N/A
4801-KFYKL,5,4119,Stayed,20,No,0,Not Applicable,N/A
4803-AXVYP,1,3474,Churned,91,Yes,1,Dissatisfaction,Service dissatisfaction
4803-LBYPN,3,4985,Stayed,64,No,0,Not Applicable,N/A
4804-NCPET,3,4821,Stayed,60,No,0,Not Applicable,N/A
4806-DXQCE,4,6146,Stayed,46,No,0,Not Applicable,N/A
4806-HIPDW,2,5644,Churned,75,Yes,1,Dissatisfaction,Limited range of services
4806-KEXQR,1,4669,Churned,77,Yes,1,Competitor,Competitor had better devices
4807-IZYOZ,3,4725,Stayed,70,No,0,Not Applicable,N/A
4808-YNLEU,4,5255,Stayed,39,No,0,Not Applicable,N/A
4811-JBUVU,3,3233,Stayed,33,No,0,Not Applicable,N/A
4813-HQMGZ,3,4969,Stayed,76,No,0,Not Applicable,N/A
4815-GBTCD,4,3891,Stayed,31,No,0,Not Applicable,N/A
4815-TUMEQ,4,4190,Stayed,38,No,0,Not Applicable,N/A
4815-YOSUK,3,4927,Stayed,35,No,0,Not Applicable,N/A
4816-JBHOV,1,4618,Churned,91,Yes,1,Competitor,Competitor offered more data
4816-LXZYW,1,5216,Churned,68,Yes,1,Competitor,Competitor had better devices
4816-OKWNX,5,5437,Stayed,68,No,0,Not Applicable,N/A
4817-KEQSP,4,6342,Stayed,54,No,0,Not Applicable,N/A
4817-QRJSX,2,2946,Churned,95,Yes,1,Attitude,Attitude of support person
4817-VYYWS,1,3598,Churned,90,Yes,1,Dissatisfaction,Service dissatisfaction
4818-DRBQT,3,5189,Churned,83,Yes,1,Attitude,Attitude of support person
4818-QIUFN,1,4997,Churned,95,Yes,1,Attitude,Attitude of support person
4819-HJPIW,3,2675,Stayed,31,No,0,Not Applicable,N/A
4821-SJHJV,4,4444,Stayed,54,No,0,Not Applicable,N/A
4821-WQOYN,4,4603,Stayed,41,No,0,Not Applicable,N/A
4822-LPTYJ,4,4655,Stayed,45,No,0,Not Applicable,N/A
4822-NGOCH,2,5801,Churned,74,Yes,1,Price,Long distance charges
4822-RVYBB,1,5906,Churned,90,Yes,1,Attitude,Attitude of support person
4822-YCXMX,1,4203,Churned,70,Yes,1,Price,Extra data charges
4824-GUCBY,4,5602,Stayed,34,No,0,Not Applicable,N/A
4825-FUREZ,5,5940,Stayed,61,No,0,Not Applicable,N/A
4825-XJGDM,4,4051,Stayed,50,No,0,Not Applicable,N/A
4826-DXMUP,4,5510,Stayed,45,No,0,Not Applicable,N/A
4826-TZEVA,3,3258,Stayed,52,No,0,Not Applicable,N/A
4826-XTSOH,1,4843,Churned,96,Yes,1,Competitor,Competitor had better devices
4827-DPADN,3,4505,Stayed,61,No,0,Not Applicable,N/A
4827-LTQRJ,4,5418,Stayed,67,No,0,Not Applicable,N/A
4827-USJHP,4,2764,Stayed,24,No,0,Not Applicable,N/A
4828-FAZPK,4,3855,Stayed,65,No,0,Not Applicable,N/A
