customer_id;customer_status;refer_a_friend;num_referrals;tenure_months;offer;phone_service;avg_monthly_longdist_charge;multiple_lines;internet_service;internet_type;avg_monthly_gb_download;online_security;online_backup;device_protection_plan;premium_tech_support;streaming_tv;streaming_movies;streaming_music;unlimited_data;contract;paperless_billing;payment_method;monthly_charge;total_charges;total_refunds;total_extra_charges;total_longdist_charges;total_revenue
5325-UWTWJ;Stayed;Yes;4;31;Offer C;Yes;22,42;Yes;Yes;Fiber Optic;21;Yes;Yes;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Credit Card;90,55;2929,75;0;0;695,02;3624,77
5327-CNLUQ;Stayed;Yes;1;48;Offer B;Yes;6,1;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;96,9;4473,45;0;0;292,8;4766,25
5327-XOKKY;Stayed;Yes;7;72;Offer A;Yes;11,26;Yes;Yes;Cable;3;No;No;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;73,45;5329;0;0;810,72;6139,72
5329-KRDTM;Stayed;Yes;4;72;Offer A;Yes;33,68;Yes;Yes;DSL;10;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;No;Credit Card;77,35;5396,25;0;0;2424,96;7821,21
5331-RGMTT;Stayed;No;0;54;None;Yes;38,48;Yes;Yes;Fiber Optic;13;No;No;Yes;No;Yes;Yes;No;No;Month-to-Month;Yes;Credit Card;99,05;5295,7;0;40;2077,92;7413,62
5334-AFQJB;Stayed;No;0;72;Offer A;Yes;2,37;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;25,1;1789,9;0;0;170,64;1960,54
5334-JLAXU;Stayed;Yes;8;60;Offer B;Yes;15,54;Yes;Yes;Fiber Optic;19;Yes;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;94,1;5475,9;0;0;932,4;6408,3
5336-UFNZP;Stayed;Yes;7;65;Offer B;Yes;19,58;Yes;Yes;Fiber Optic;26;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;107,45;7047,5;0;0;1272,7;8320,2
5337-IIWKZ;Stayed;Yes;2;34;Offer C;No;0;No;Yes;DSL;76;No;No;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;44,85;1442,6;0;0;0;1442,6
5338-YHWYT;Stayed;No;0;37;None;Yes;49,99;No;Yes;Cable;27;Yes;Yes;No;Yes;No;No;No;No;Two Year;No;Credit Card;61,45;2302,35;48,79;110;1849,63;4213,19
5339-PXDVH;Stayed;No;0;4;Offer E;Yes;31,57;Yes;Yes;Fiber Optic;18;Yes;No;No;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;90,65;367,95;0;0;126,28;494,23
5339-TJFEK;Stayed;Yes;8;62;Offer B;Yes;14,75;Yes;Yes;Fiber Optic;52;Yes;Yes;No;No;Yes;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;105,5;6487,2;0;150;914,5;7551,7
5343-SGUBI;Stayed;No;0;52;Offer B;Yes;42,9;Yes;Yes;Fiber Optic;14;No;Yes;No;No;No;No;No;Yes;One Year;Yes;Credit Card;80,2;4297,6;0;0;2230,8;6528,4
5345-BMKWB;Stayed;Yes;9;8;None;Yes;4,98;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;20,25;158,35;0;0;39,84;198,19
5346-BZCHP;Stayed;No;0;69;Offer A;Yes;25,18;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,4;1346,2;0;0;1737,42;3083,62
5348-CAGXB;Stayed;No;0;12;Offer D;Yes;33,36;Yes;Yes;Fiber Optic;22;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;89,55;1021,75;0;0;400,32;1422,07
5349-AZPEW;Stayed;Yes;3;5;Offer E;No;0;No;Yes;DSL;53;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;25,05;125,5;0;0;0;125,5
5349-IECLD;Churned;No;0;2;None;Yes;26,05;No;Yes;Fiber Optic;2;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;94,95;178,1;0;0;52,1;230,2
5351-QESIO;Joined;No;0;1;Offer E;No;0;No;Yes;Cable;17;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Mailed Check;24,2;24,2;0;0;0;24,2
5353-WILCI;Stayed;No;0;28;Offer C;Yes;44,11;No;Yes;Cable;15;Yes;Yes;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;56,05;1522,65;0;110;1235,08;2867,73
5356-CSVSQ;Joined;No;0;3;None;Yes;40,99;Yes;Yes;Cable;48;No;No;No;Yes;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;64,6;174,2;0;0;122,97;297,17
5356-KZCKT;Stayed;No;0;58;Offer B;Yes;2,38;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;24,45;1513,6;0;0;138,04;1651,64
5356-RHIPP;Churned;No;0;1;Offer E;Yes;45,49;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;20,2;20,2;0;0;45,49;65,69
5357-TZHPP;Churned;No;0;9;None;Yes;30,8;Yes;Yes;Fiber Optic;18;No;No;No;No;No;Yes;No;Yes;Month-to-Month;Yes;Credit Card;84,4;732,5;0;0;277,2;1009,7
5360-LJCNJ;Stayed;Yes;4;71;None;Yes;10,46;Yes;Yes;Fiber Optic;3;No;Yes;Yes;No;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;105,15;7555;0;60;742,66;8357,66
5360-XGYAZ;Stayed;Yes;1;72;None;No;0;No;Yes;DSL;16;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;65,65;4664,5;0;60;0;4724,5
5364-EVNIB;Churned;No;0;13;None;Yes;30,88;No;Yes;Fiber Optic;3;No;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;79,8;973,45;0;0;401,44;1374,89
5364-XYIRR;Churned;Yes;1;51;None;Yes;21,08;Yes;Yes;Fiber Optic;9;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;94,65;4812,75;0;0;1075,08;5887,83
5365-LLFYV;Joined;No;0;2;Offer E;Yes;5,47;No;Yes;DSL;29;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;45,85;105,6;0;0;10,94;116,54
5366-IJEQJ;Churned;No;0;20;Offer D;Yes;5,54;Yes;Yes;Fiber Optic;59;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;88,7;1761,45;0;0;110,8;1872,25
5366-OBVMR;Stayed;Yes;4;18;Offer D;Yes;35,96;No;Yes;DSL;17;No;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Credit Card;50,3;908,75;0;0;647,28;1556,03
5370-IIVVL;Stayed;No;0;37;Offer C;Yes;38,72;Yes;Yes;Fiber Optic;59;No;Yes;No;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;104,5;3778;0;0;1432,64;5210,64
5371-VYLSX;Stayed;No;0;50;None;Yes;47,99;Yes;Yes;Fiber Optic;22;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;83,4;4113,7;0;0;2399,5;6513,2
5372-FBKBN;Stayed;No;0;21;Offer D;Yes;8,68;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;20,75;452,2;0;0;182,28;634,48
5373-SFODM;Churned;Yes;1;36;None;Yes;24,54;Yes;Yes;Fiber Optic;5;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;85,25;3132,75;0;0;883,44;4016,19
5375-XLDOF;Stayed;Yes;7;69;Offer A;Yes;37,97;Yes;Yes;Fiber Optic;27;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;114,35;7665,8;0;10;2619,93;10295,73
5376-DEQCP;Churned;No;0;1;None;Yes;27,12;No;Yes;Fiber Optic;23;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;70,6;70,6;0;0;27,12;97,72
5376-PCKNB;Stayed;Yes;5;72;Offer A;Yes;17,49;Yes;Yes;Fiber Optic;12;No;Yes;Yes;No;Yes;Yes;Yes;No;One Year;Yes;Credit Card;104,45;7459;0;130;1259,28;8848,28
5377-NDTOU;Stayed;Yes;3;71;Offer A;Yes;9,5;Yes;Yes;Cable;76;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;91,05;6293,75;0;0;674,5;6968,25
5378-IKEEG;Churned;No;0;1;Offer E;No;0;No;Yes;Cable;2;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;35,75;35,75;0;0;0;35,75
5380-AFSSK;Churned;No;0;5;None;Yes;46,45;Yes;Yes;Fiber Optic;10;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Mailed Check;93,9;486,85;0;0;232,25;719,1
5380-WJKOV;Churned;No;0;34;Offer C;Yes;21,69;Yes;Yes;Fiber Optic;28;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;106,35;3549,25;0;0;737,46;4286,71
5380-XPJNZ;Stayed;No;0;38;None;Yes;40,64;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,05;678,2;0;0;1544,32;2222,52
5382-SOYZL;Stayed;No;0;22;None;Yes;11,15;Yes;Yes;Fiber Optic;17;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;95,1;2162,6;0;0;245,3;2407,9
5382-TEMLV;Stayed;No;0;45;None;Yes;19,39;No;Yes;DSL;16;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;50,9;2298,55;0;0;872,55;3171,1
5383-MMTWC;Churned;Yes;1;8;None;Yes;46,05;Yes;Yes;Fiber Optic;22;No;No;No;No;No;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;84;613,4;0;0;368,4;981,8
5384-ZTTWP;Stayed;Yes;4;15;Offer D;Yes;17,43;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Mailed Check;19,8;272,95;18,55;0;261,45;515,85
5385-SUIRI;Churned;No;0;52;None;Yes;37,6;Yes;Yes;Fiber Optic;23;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;104,2;5568,35;0;0;1955,2;7523,55
5386-THSLQ;Stayed;No;0;66;Offer A;No;0;No;Yes;Cable;9;No;Yes;Yes;No;Yes;No;No;Yes;One Year;No;Bank Withdrawal;45,55;3027,25;0;0;0;3027,25
5387-ASZNZ;Stayed;No;0;66;Offer A;Yes;36,48;Yes;Yes;DSL;5;Yes;Yes;No;Yes;No;No;No;Yes;One Year;Yes;Credit Card;63,85;4174,35;0;0;2407,68;6582,03
5389-FFVKB;Churned;Yes;1;32;None;Yes;2,08;No;Yes;Fiber Optic;25;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;80,3;2483,05;0;0;66,56;2549,61
5392-AKEMH;Stayed;No;0;12;None;Yes;31,22;No;Yes;DSL;12;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;45,05;523,1;0;0;374,64;897,74
5393-HJZSM;Stayed;Yes;1;32;Offer C;Yes;32,43;No;Yes;Cable;19;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;76,3;2404,15;0;0;1037,76;3441,91
5393-RXQSZ;Churned;No;0;1;None;Yes;19,32;No;Yes;Fiber Optic;22;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;79,6;79,6;0;0;19,32;98,92
5394-MEITZ;Stayed;Yes;5;60;None;Yes;14;No;Yes;Cable;42;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;80,6;4946,7;0;0;840;5786,7
5394-SVGJV;Churned;No;0;37;None;Yes;30,72;Yes;Yes;Fiber Optic;42;No;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;98,8;3475,55;0;0;1136,64;4612,19
5396-IZEPB;Stayed;No;0;9;Offer E;Yes;24,89;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,7;180,7;0;0;224,01;404,71
5397-NSKQG;Stayed;Yes;2;67;Offer A;No;0;No;Yes;DSL;17;Yes;No;No;No;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;50,9;3281,65;0;0;0;3281,65
5397-TUPSH;Stayed;Yes;6;65;None;Yes;28,68;No;Yes;Fiber Optic;20;No;No;No;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;70,95;4555,2;7,43;0;1864,2;6411,97
5399-ZIMKF;Stayed;No;0;5;None;Yes;32,81;No;Yes;Fiber Optic;16;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;74,65;383,65;0;0;164,05;547,7
5402-HTOTQ;Stayed;No;0;16;None;Yes;5,79;Yes;Yes;DSL;4;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;55,3;875,35;0;0;92,64;967,99
5404-GGUKR;Stayed;No;0;5;Offer E;Yes;17,16;No;Yes;DSL;7;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;51,35;262,3;0;0;85,8;348,1
5405-ZMYXQ;Stayed;No;0;8;Offer E;Yes;1,28;Yes;Yes;Fiber Optic;42;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;74,6;548,9;0;0;10,24;559,14
5406-KGRMX;Stayed;No;0;71;None;Yes;2,66;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;24,55;1719,15;0;0;188,86;1908,01
5414-OFQCB;Stayed;No;0;57;None;Yes;30,77;Yes;Yes;Fiber Optic;10;No;No;No;Yes;Yes;No;No;No;Two Year;Yes;Credit Card;90,45;5229,8;0;70;1753,89;7053,69
5419-CONWX;Churned;No;0;4;None;Yes;12,68;No;Yes;Fiber Optic;10;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;99,8;442,85;0;0;50,72;493,57
5419-JKZNQ;Stayed;Yes;1;30;None;Yes;2,86;Yes;Yes;Fiber Optic;19;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Mailed Check;77,9;2351,45;0;0;85,8;2437,25
5419-JPRRN;Churned;No;0;1;None;Yes;10,38;Yes;Yes;Fiber Optic;7;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;101,45;101,45;0;0;10,38;111,83
5419-KLXBN;Churned;Yes;1;25;None;Yes;24,64;No;Yes;Fiber Optic;5;No;Yes;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;89,15;2257,75;0;0;616;2873,75
5423-BHIXO;Stayed;No;0;32;None;Yes;32,02;Yes;Yes;DSL;3;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;54,2;1739,6;0;0;1024,64;2764,24
5424-RLQLC;Stayed;No;0;10;Offer D;Yes;1,48;No;Yes;DSL;25;No;Yes;No;No;Yes;No;No;No;Month-to-Month;Yes;Credit Card;59,65;638,95;0;90;14,8;743,75
5429-LWCMV;Stayed;No;0;12;Offer D;Yes;34,73;Yes;Yes;Fiber Optic;6;No;Yes;No;No;No;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;89,15;1057,55;0;70;416,76;1544,31
5433-KYGHE;Stayed;No;0;14;Offer D;Yes;47,72;Yes;Yes;Fiber Optic;22;Yes;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;86;1164,05;0;0;668,08;1832,13
5438-QMDDL;Stayed;Yes;3;19;None;Yes;8,3;No;Yes;DSL;48;No;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;59,8;1130,85;0;0;157,7;1288,55
5439-WIKXB;Stayed;Yes;8;41;Offer B;Yes;46,46;No;Yes;Fiber Optic;2;No;Yes;No;No;Yes;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;94,55;3851,45;0;40;1904,86;5796,31
5440-FLBQG;Churned;Yes;1;69;Offer A;Yes;48,88;Yes;Yes;Fiber Optic;4;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;108,4;7318,2;0;0;3372,72;10690,92
5440-VHLUL;Stayed;No;0;69;Offer A;Yes;44,57;Yes;Yes;Fiber Optic;28;No;Yes;No;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;105,2;7386,05;0;0;3075,33;10461,38
5442-BHQNG;Joined;No;0;2;None;Yes;44,77;No;Yes;Fiber Optic;9;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;70,35;139,25;0;0;89,54;228,79
5442-BXVND;Stayed;Yes;2;33;None;Yes;9,97;Yes;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;24,25;838,5;0;0;329,01;1167,51
5442-PPTJY;Stayed;Yes;7;12;Offer D;Yes;4,71;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,7;258,35;0;0;56,52;314,87
5442-UTCVD;Churned;No;0;3;None;Yes;43,72;Yes;Yes;Fiber Optic;21;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;91,85;257,05;0;0;131,16;388,21
5442-XSDCW;Churned;Yes;1;11;Offer D;Yes;13,33;No;Yes;Fiber Optic;19;No;No;No;No;Yes;No;No;No;Month-to-Month;Yes;Bank Withdrawal;79,5;868,5;0;50;146,63;1065,13
5443-SCMKX;Stayed;Yes;1;58;None;Yes;21,38;Yes;Yes;Fiber Optic;26;No;Yes;Yes;No;No;Yes;Yes;No;One Year;Yes;Bank Withdrawal;94,3;5610,15;5,55;150;1240,04;6994,64
5445-GLVOT;Stayed;No;0;22;Offer D;Yes;31,53;No;Yes;Cable;11;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;49,8;1049,05;0;0;693,66;1742,71
5445-PZWGX;Churned;No;0;62;Offer B;Yes;8,08;Yes;Yes;Fiber Optic;21;Yes;Yes;No;Yes;No;Yes;Yes;No;One Year;No;Bank Withdrawal;102;6529,25;0;110;500,96;7140,21
5445-UTODQ;Churned;Yes;1;7;None;Yes;11,58;No;Yes;Fiber Optic;27;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;81,1;576,65;0;0;81,06;657,71
5446-DKWYW;Stayed;Yes;9;61;Offer B;Yes;39,31;Yes;Yes;DSL;10;No;No;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;65,2;3965,05;0;0;2397,91;6362,96
5447-VYTKW;Stayed;No;0;27;None;Yes;15,09;No;Yes;Cable;28;Yes;No;No;Yes;No;No;No;Yes;Month-to-Month;No;Credit Card;53,45;1461,45;0;0;407,43;1868,88
5447-WZAFP;Stayed;No;0;53;Offer B;Yes;8,33;No;Yes;Fiber Optic;73;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Mailed Check;100,3;5200,8;0;0;441,49;5642,29
5448-VWNAM;Stayed;No;0;19;Offer D;Yes;8,02;Yes;Yes;DSL;57;Yes;Yes;No;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;75,9;1375,6;0;0;152,38;1527,98
5449-FIBXJ;Churned;Yes;1;19;Offer D;Yes;28,04;Yes;Yes;Fiber Optic;22;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;103,3;2012,7;0;0;532,76;2545,46
5451-MHQOF;Stayed;Yes;7;56;None;Yes;32,93;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Mailed Check;24,45;1431,65;0;0;1844,08;3275,73
5451-YHYPW;Stayed;Yes;2;72;Offer A;Yes;44,89;Yes;Yes;Fiber Optic;24;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Two Year;Yes;Credit Card;115,75;8443,7;0;120;3232,08;11795,78
5453-AXEPF;Stayed;Yes;7;17;Offer D;Yes;46,71;Yes;Yes;Fiber Optic;8;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;80,5;1336,9;0;0;794,07;2130,97
5453-YBTWV;Stayed;Yes;10;70;None;Yes;49,67;No;Yes;Fiber Optic;19;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Credit Card;101,1;6994,8;0;0;3476,9;10471,7
5456-ITGIC;Stayed;Yes;9;72;None;No;0;No;Yes;DSL;9;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;64,45;4641,1;0;0;0;4641,1
5457-COLHT;Stayed;Yes;5;69;None;Yes;40,36;No;Yes;Cable;53;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;80,65;5542,55;0;0;2784,84;8327,39
5458-CQJTA;Churned;Yes;1;65;Offer B;Yes;40,47;No;Yes;DSL;30;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;74,8;4820,15;0;0;2630,55;7450,7
5461-QKNTN;Stayed;Yes;1;43;None;Yes;4,59;Yes;Yes;Fiber Optic;5;No;Yes;No;Yes;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;94,3;3953,15;0;0;197,37;4150,52
5465-BUBFA;Stayed;Yes;1;41;Offer B;Yes;21,28;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;19,3;772,4;0;0;872,48;1644,88
5468-BPMMO;Stayed;Yes;3;46;None;Yes;16,07;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;19,6;851,2;0;0;739,22;1590,42
5469-CTCWN;Churned;Yes;1;61;None;Yes;46,95;Yes;Yes;Cable;21;Yes;Yes;No;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;106;6547,7;0;0;2863,95;9411,65
5469-NUJUR;Stayed;No;0;19;None;Yes;19,1;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;19,95;373,5;0;0;362,9;736,4
5472-CVMDX;Stayed;No;0;68;None;No;0;No;Yes;DSL;58;Yes;No;Yes;Yes;No;No;No;Yes;Two Year;No;Credit Card;38,9;2719,2;0;0;0;2719,2
5473-KHBPS;Stayed;Yes;8;52;Offer B;Yes;8,16;Yes;Yes;Fiber Optic;20;No;Yes;Yes;No;Yes;No;No;Yes;One Year;Yes;Credit Card;95,7;4976,15;0;0;424,32;5400,47
5474-LAMUQ;Stayed;Yes;9;24;Offer C;Yes;35,8;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,1;533,9;0;0;859,2;1393,1
5478-JJVZK;Stayed;No;0;33;None;Yes;15,69;Yes;Yes;DSL;24;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;60,9;2033,85;0;0;517,77;2551,62
5480-HPRRX;Churned;No;0;3;None;No;0;No;Yes;DSL;30;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;25,3;77,75;0;0;0;77,75
5480-TBGPH;Churned;No;0;24;None;Yes;44,96;No;Yes;Fiber Optic;28;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;99,3;2431,35;0;0;1079,04;3510,39
5480-XTFFL;Stayed;Yes;3;31;Offer C;Yes;9,8;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;21;697,7;0;0;303,8;1001,5
5481-NTDOH;Stayed;Yes;8;67;None;Yes;38,47;Yes;Yes;Fiber Optic;20;Yes;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Credit Card;107,05;7142,5;0;0;2577,49;9719,99
5482-NUPNA;Churned;No;0;4;None;Yes;18,03;No;Yes;Cable;59;Yes;Yes;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Credit Card;60,4;272,15;0;0;72,12;344,27
5482-PLVPE;Churned;No;0;2;None;No;0;No;Yes;DSL;11;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;24,35;41,85;0;0;0;41,85
5482-VXSXJ;Stayed;No;0;22;None;Yes;46,5;No;Yes;Fiber Optic;17;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;93,2;2157,3;0;0;1023;3180,3
5485-ITNPC;Stayed;Yes;2;66;None;Yes;7,61;No;Yes;DSL;10;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;85,9;5595,3;0;0;502,26;6097,56
5485-WUYWF;Churned;No;0;2;None;Yes;5,57;No;Yes;Cable;24;Yes;No;Yes;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;66,4;94,55;0;0;11,14;105,69
5493-SDRDQ;Churned;No;0;2;Offer E;Yes;5,33;No;Yes;Cable;52;Yes;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;55,1;113,35;0;0;10,66;124,01
5494-HECPR;Churned;No;0;1;Offer E;Yes;32,92;No;Yes;Fiber Optic;3;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;80,25;80,25;0;0;32,92;113,17
5494-WOZRZ;Stayed;No;0;71;None;Yes;38,22;No;Yes;DSL;23;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;82;5999,85;0;0;2713,62;8713,47
5495-GPSRW;Stayed;No;0;20;None;Yes;27,11;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;19,7;419,4;0;0;542,2;961,6
5498-IBWPI;Stayed;Yes;1;66;Offer A;Yes;48,11;No;Yes;Cable;27;No;No;No;Yes;No;No;No;Yes;One Year;Yes;Credit Card;49,4;3251,85;0;0;3175,26;6427,11
5498-TXHLF;Churned;Yes;1;34;None;Yes;40,78;Yes;Yes;Fiber Optic;4;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;87,45;2874,15;0;0;1386,52;4260,67
5499-ECUTN;Stayed;Yes;1;47;None;Yes;6,56;No;Yes;DSL;11;Yes;No;Yes;No;Yes;No;No;No;One Year;Yes;Credit Card;66,05;3021,45;0;40;308,32;3369,77
5501-TVMGM;Joined;No;0;1;None;Yes;39,19;No;Yes;DSL;69;No;No;No;No;No;Yes;Yes;No;Month-to-Month;Yes;Bank Withdrawal;55,25;55,25;0;60;39,19;154,44
5502-RLUYV;Churned;Yes;1;69;None;Yes;37,2;Yes;Yes;Fiber Optic;27;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;103,95;7446,9;0;0;2566,8;10013,7
5504-WSIUR;Stayed;No;0;70;None;Yes;13,4;Yes;Yes;Fiber Optic;3;No;Yes;Yes;Yes;No;No;No;No;One Year;Yes;Bank Withdrawal;90,25;6385,95;0;100;938;7423,95
5505-OVWQW;Stayed;No;0;17;None;Yes;4,38;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Mailed Check;20,15;353,65;0;0;74,46;428,11
5510-BOIUJ;Churned;No;0;1;None;Yes;12,81;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,25;19,25;0;0;12,81;32,06
