customer_id,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
5248-YGIJN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5249-QYHEX,Yes,No,No,No,No,No,No,No,No,None
5256-SKJGO,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL
5260-UMPWX,Yes,No,No,No,No,No,No,No,No,None
5261-QSHQM,No,Yes,No,No,No,No,No,No,No,DSL
5266-PFRQK,Yes,No,No,No,No,No,No,No,No,None
5268-DSMNQ,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
5269-NRGDP,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
5271-DBYSJ,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5271-YNWVR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5274-XHAKY,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic
5275-PMFUT,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5275-SQEIZ,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5276-KQWHG,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5277-ZLOOR,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5278-PNYOX,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5281-BUZGT,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
5285-MVEHD,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5286-YHCVC,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5287-QWLKY,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5288-AHOUP,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5293-WXJAK,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic
5294-CDGWY,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
5294-DMSFH,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5294-IMHHT,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
5295-PCJOO,Yes,Yes,Yes,No,No,No,No,No,No,Cable
5296-BFCYD,Yes,No,No,No,No,No,No,No,No,None
5296-PSYVW,Yes,No,No,No,No,No,No,No,No,None
5297-MDOIR,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Fiber Optic
5298-GSTLM,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Fiber Optic
5299-RULOA,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
5299-SJCZT,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5301-GAUUY,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
5302-BDJNT,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic
5304-EFJLP,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5306-BVTKJ,Yes,Yes,No,Yes,Yes,No,No,No,Yes,DSL
5307-DZCVC,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5307-UVGNB,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Cable
5309-TAIKL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,DSL
5310-NOOVA,Yes,No,No,No,No,No,No,No,No,None
5311-IHLEI,No,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL
5312-IRCFR,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
5312-TSZVC,Yes,No,No,No,No,No,No,No,No,None
5312-UXESG,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5313-FPXWG,Yes,No,No,No,No,No,No,No,No,None
5315-CKEQK,Yes,Yes,No,No,No,No,No,No,No,DSL
5317-FLPJF,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5318-IXUZF,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
5318-YKDPV,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5320-BRKGK,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL
5321-NTRKC,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL
5322-TEUJK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5322-ZSMZY,Yes,No,No,No,No,No,No,No,No,None
5324-KTGCG,Yes,No,No,No,No,No,No,No,No,None
5325-UWTWJ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic
5327-CNLUQ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic
5327-XOKKY,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable
5329-KRDTM,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL
5331-RGMTT,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
5334-AFQJB,Yes,No,No,No,No,No,No,No,No,None
5334-JLAXU,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic
5336-UFNZP,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5337-IIWKZ,No,Yes,No,No,Yes,Yes,Yes,No,No,DSL
5338-YHWYT,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable
5339-PXDVH,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
5339-TJFEK,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5343-SGUBI,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
5345-BMKWB,Yes,No,No,No,No,No,No,No,No,None
5346-BZCHP,Yes,No,No,No,No,No,No,No,No,None
5348-CAGXB,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
5349-AZPEW,No,Yes,No,No,No,No,No,No,No,DSL
5349-IECLD,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5351-QESIO,No,Yes,No,No,No,No,No,No,No,Cable
5353-WILCI,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable
5356-CSVSQ,Yes,Yes,No,No,No,Yes,Yes,No,No,Cable
5356-KZCKT,Yes,No,No,No,No,No,No,No,No,None
5356-RHIPP,Yes,No,No,No,No,No,No,No,No,None
5357-TZHPP,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
5360-LJCNJ,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5360-XGYAZ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5364-EVNIB,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
5364-XYIRR,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5365-LLFYV,Yes,Yes,No,No,No,No,No,No,No,DSL
5366-IJEQJ,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
5366-OBVMR,Yes,Yes,No,No,No,Yes,No,No,No,DSL
5370-IIVVL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5371-VYLSX,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
5372-FBKBN,Yes,No,No,No,No,No,No,No,No,None
5373-SFODM,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5375-XLDOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5376-DEQCP,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5376-PCKNB,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5377-NDTOU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
5378-IKEEG,No,Yes,No,No,No,No,Yes,No,No,Cable
5380-AFSSK,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5380-WJKOV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5380-XPJNZ,Yes,No,No,No,No,No,No,No,No,None
5382-SOYZL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5382-TEMLV,Yes,Yes,Yes,No,No,No,No,No,No,DSL
5383-MMTWC,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
5384-ZTTWP,Yes,No,No,No,No,No,No,No,No,None
5385-SUIRI,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5386-THSLQ,No,Yes,No,Yes,Yes,No,Yes,No,No,Cable
5387-ASZNZ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL
5389-FFVKB,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5392-AKEMH,Yes,Yes,No,No,No,No,No,No,No,DSL
5393-HJZSM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
5393-RXQSZ,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5394-MEITZ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable
5394-SVGJV,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
5396-IZEPB,Yes,No,No,No,No,No,No,No,No,None
5397-NSKQG,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL
5397-TUPSH,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5399-ZIMKF,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
5402-HTOTQ,Yes,Yes,No,Yes,No,No,No,No,No,DSL
5404-GGUKR,Yes,Yes,No,Yes,No,No,No,No,No,DSL
5405-ZMYXQ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5406-KGRMX,Yes,No,No,No,No,No,No,No,No,None
5414-OFQCB,Yes,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic
5419-CONWX,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5419-JKZNQ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5419-JPRRN,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5419-KLXBN,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
5423-BHIXO,Yes,Yes,No,Yes,No,No,No,No,No,DSL
5424-RLQLC,Yes,Yes,No,Yes,No,No,Yes,No,No,DSL
5429-LWCMV,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
5433-KYGHE,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic
5438-QMDDL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,DSL
5439-WIKXB,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5440-FLBQG,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
5440-VHLUL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5442-BHQNG,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5442-BXVND,Yes,No,No,No,No,No,No,No,No,None
5442-PPTJY,Yes,No,No,No,No,No,No,No,No,None
5442-UTCVD,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
5442-XSDCW,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5443-SCMKX,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
5445-GLVOT,Yes,Yes,Yes,No,No,No,No,No,No,Cable
5445-PZWGX,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic
5445-UTODQ,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5446-DKWYW,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL
5447-VYTKW,Yes,Yes,Yes,No,No,Yes,No,No,No,Cable
5447-WZAFP,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5448-VWNAM,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL
5449-FIBXJ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5451-MHQOF,Yes,No,No,No,No,No,No,No,No,None
5451-YHYPW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
5453-AXEPF,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
5453-YBTWV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic
5456-ITGIC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5457-COLHT,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable
5458-CQJTA,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL
5461-QKNTN,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic
5465-BUBFA,Yes,No,No,No,No,No,No,No,No,None
5468-BPMMO,Yes,No,No,No,No,No,No,No,No,None
5469-CTCWN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Cable
5469-NUJUR,Yes,No,No,No,No,No,No,No,No,None
5472-CVMDX,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL
5473-KHBPS,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
5474-LAMUQ,Yes,No,No,No,No,No,No,No,No,None
5478-JJVZK,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
5480-HPRRX,No,Yes,No,No,No,No,No,No,No,DSL
5480-TBGPH,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5480-XTFFL,Yes,No,No,No,No,No,No,No,No,None
5481-NTDOH,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Fiber Optic
5482-NUPNA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable
5482-PLVPE,No,Yes,No,No,No,No,No,No,No,DSL
5482-VXSXJ,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5485-ITNPC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5485-WUYWF,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Cable
5493-SDRDQ,Yes,Yes,Yes,No,Yes,No,No,No,No,Cable
5494-HECPR,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5494-WOZRZ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5495-GPSRW,Yes,No,No,No,No,No,No,No,No,None
5498-IBWPI,Yes,Yes,No,No,No,Yes,No,No,No,Cable
5498-TXHLF,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
5499-ECUTN,Yes,Yes,Yes,No,Yes,No,Yes,No,No,DSL
5501-TVMGM,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL
5502-RLUYV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5504-WSIUR,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic
5505-OVWQW,Yes,No,No,No,No,No,No,No,No,None
5510-BOIUJ,Yes,No,No,No,No,No,No,No,No,None
5512-IDZEI,Yes,No,No,No,No,No,No,No,No,None
5514-YQENT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5515-AKOAJ,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
5515-IDEJJ,Yes,No,No,No,No,No,No,No,No,None
5515-RUGKN,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL
5519-NPHVG,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5519-TEEUH,Yes,No,No,No,No,No,No,No,No,None
5519-YLDGW,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5520-FVEWJ,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber Optic
5522-JBWMO,Yes,Yes,No,No,No,No,No,No,No,DSL
5522-NYKPB,Yes,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic
5524-KHNJP,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable
5527-ACHSO,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL
5529-GIBVH,Yes,No,No,No,No,No,No,No,No,None
5533-NHFRF,No,Yes,No,Yes,No,Yes,No,Yes,No,DSL
5533-RJFTJ,No,Yes,No,No,Yes,No,No,No,No,Cable
5536-RTPWK,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5536-SLHPM,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
5537-UXXVS,Yes,No,No,No,No,No,No,No,No,None
5539-HIVAK,Yes,No,No,No,No,No,No,No,No,None
5539-TMZLF,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5542-DHSXL,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable
5542-NKVRU,Yes,No,No,No,No,No,No,No,No,None
5542-TBBWB,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5543-QDCRY,Yes,Yes,No,No,No,No,Yes,No,No,DSL
5546-BYZSM,Yes,No,No,No,No,No,No,No,No,None
5546-QUERU,Yes,No,No,No,No,No,No,No,No,None
5549-ZGHFB,Yes,No,No,No,No,No,No,No,No,None
5550-VFRLC,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5552-ZNFSJ,Yes,Yes,No,No,No,No,No,No,No,DSL
5553-AOINX,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5555-RNPGT,Yes,No,No,No,No,No,No,No,No,None
5561-NWEVX,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
5562-BETPV,Yes,No,No,No,No,No,No,No,No,None
5562-YJQGT,Yes,No,No,No,No,No,No,No,No,None
5564-NEMQO,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
5565-FILXA,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
5566-SOEZD,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
5567-GZKQY,Yes,No,No,No,No,No,No,No,No,None
5567-WSELE,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
5568-DMXZS,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Cable
5569-IDSEY,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5569-KGJHX,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
5569-OUICF,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic
5570-PTWEH,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5572-ZDXHY,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
5574-NXZIU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5575-GNVDE,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL
5575-TPIZQ,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
5577-OTWWW,Yes,No,No,No,No,No,No,No,No,None
5578-NKCXI,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5583-EJXRD,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
5583-SXDAG,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5590-BYNII,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
5590-YRFJT,No,Yes,No,No,No,No,No,No,No,DSL
5590-ZSKRV,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
5593-SUAOO,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
5597-GLBUC,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
5598-IKHQQ,Yes,No,No,No,No,No,No,No,No,None
5599-HVLTW,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
5600-KTXFM,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5600-PDUJF,Yes,Yes,No,No,No,Yes,No,No,No,DSL
5602-BVFMK,Yes,No,No,No,No,No,No,No,No,None
5605-IYGFG,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5605-XNWEN,Yes,No,No,No,No,No,No,No,No,None
5606-AMZBO,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic
5609-CEBID,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic
5609-IMCGG,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic
5614-DNZCE,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL
5616-PRTNT,Yes,No,No,No,No,No,No,No,No,None
5619-PTMIK,Yes,Yes,Yes,No,No,No,No,No,Yes,DSL
5619-XZZKR,Yes,No,No,No,No,No,No,No,No,None
5622-UEJFI,Yes,No,No,No,No,No,No,No,No,None
5624-BQSSA,Yes,No,No,No,No,No,No,No,No,None
5624-RYAMH,Yes,No,No,No,No,No,No,No,No,None
5626-MGTUK,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
5627-TVBPP,Yes,No,No,No,No,No,No,No,No,None
5628-FCGYG,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5628-RKIFK,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
5630-AHZIL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL
5630-IXDXV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5639-NTUPK,Yes,Yes,Yes,No,No,No,No,No,Yes,Cable
5640-CAXOA,No,Yes,No,No,No,Yes,No,Yes,Yes,Cable
5641-DMBFJ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5642-MHDQT,Yes,No,No,No,No,No,No,No,No,None
5644-PDMZC,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
5647-FXOTP,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5647-URDKA,Yes,No,No,No,No,No,No,No,No,None
5649-ANRML,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Fiber Optic
5649-RXQTV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5649-TJHOV,No,Yes,No,No,No,No,No,Yes,No,DSL
5649-VUKMC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5650-VDUDS,No,Yes,No,No,No,No,No,No,No,Cable
5650-YLIBA,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
5651-CPDND,Yes,Yes,No,No,No,No,No,No,No,DSL
5651-CRHKQ,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic
5651-WYIPH,Yes,Yes,No,Yes,No,No,No,No,No,Cable
5651-YLPRD,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
5652-MSDEY,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5655-JSMZM,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
5656-JAMLX,Yes,No,No,No,No,No,No,No,No,None
5656-MJEFC,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Cable
5663-QBGIS,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
5666-CYCYZ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic
5666-MBJPT,Yes,No,No,No,No,No,No,No,No,None
5668-MEISB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic
5669-SRAIP,No,Yes,No,No,Yes,No,No,Yes,Yes,DSL
5671-RQRLP,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
5671-UUNXD,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
5673-FSSMF,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable
5673-TIYIB,No,Yes,No,Yes,Yes,Yes,No,No,No,DSL
5676-CFLYY,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Cable
5678-VFNEQ,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5680-LQOGP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
5681-LLOEI,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic
5684-FJVYR,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic
5685-IIXLY,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
5686-CMAWK,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic
5687-DKDTV,Yes,No,No,No,No,No,No,No,No,None
5688-KZTSN,Yes,No,No,No,No,No,No,No,No,None
5692-FPTAH,Yes,Yes,No,No,No,No,No,No,No,Cable
5692-ICXLW,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
5693-PIPCS,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5696-CEIQJ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5696-EXCYS,Yes,No,No,No,No,No,No,No,No,None
5696-JVVQY,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,DSL
5696-QURRL,Yes,Yes,No,No,No,No,No,No,No,DSL
5697-GOMBF,No,Yes,No,No,No,No,Yes,No,No,DSL
5698-BQJOH,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5699-BNCAS,Yes,No,No,No,No,No,No,No,No,None
5701-GUXDC,No,Yes,Yes,No,Yes,No,No,No,No,DSL
5701-SVCWR,Yes,No,No,No,No,No,No,No,No,None
5701-YVSVF,Yes,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic
5701-ZIKJE,Yes,Yes,No,No,No,Yes,No,No,Yes,DSL
5702-KVQRD,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5702-SKUOB,Yes,No,No,No,No,No,No,No,No,None
5707-ORNDZ,Yes,Yes,Yes,No,No,No,No,No,No,DSL
5707-ZMDJP,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL
5708-EVONK,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic
5709-LVOEQ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
5712-AHQNN,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
5712-PTIWW,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic
5712-VBOXD,Yes,No,No,No,No,No,No,No,No,None
5716-EZXZN,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic
5716-LIBJC,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5724-BIDBU,Yes,Yes,Yes,No,No,No,No,No,No,Cable
5726-CVNYA,Yes,No,No,No,No,No,No,No,No,None
5727-MYATE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5729-KLZAR,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5730-DBDSI,Yes,No,No,No,No,No,No,No,No,None
5730-RIITO,No,Yes,Yes,Yes,No,No,No,No,No,DSL
5732-IKGQH,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic
5734-EJKXG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5736-YEJAX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL
5740-YHGTW,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic
5743-KHMNA,Yes,No,No,No,No,No,No,No,No,None
5747-PMBSQ,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic
5748-RNCJT,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
