customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
4553-DVPZG,Month-to-Month,Yes,Electronic check,101.35,15.06,6164.7,0,0,933.72,7098.42
4554-YGZIH,Month-to-Month,No,Credit card (automatic),90.05,22.92,4547.25,0,0,1123.08,5670.33
4558-CGYCZ,Month-to-Month,No,Mailed check,19.75,41.94,78.3,0,0,167.76,246.06
4558-FANTW,Month-to-Month,No,Electronic check,91.85,41.95,1574.45,0,0,713.15,2287.6
4559-UWIHT,Month-to-Month,Yes,Electronic check,82.65,45.57,1185,0,0,637.98,1822.98
4560-WQAQW,One Year,No,Bank transfer (automatic),68.7,28.32,4070.95,0,150,1670.88,5891.83
4565-EVZMJ,One Year,Yes,Mailed check,58.9,26.35,2813.05,0,0,1238.45,4051.5
4565-NLZBV,Two Year,Yes,Bank transfer (automatic),24.65,43.37,1710.15,0,0,3079.27,4789.42
4566-GOLUK,Month-to-Month,Yes,Bank transfer (automatic),107.35,37.74,5118.95,0,0,1773.78,6892.73
4566-NECEV,Month-to-Month,No,Electronic check,96.55,39.13,500.1,0,0,195.65,695.75
4566-QVRRW,Month-to-Month,Yes,Electronic check,44.05,24.83,483.7,0,0,273.13,756.83
4567-AKPIA,One Year,Yes,Bank transfer (automatic),109.1,20.41,4454.25,0,0,836.81,5291.06
4568-KNYWR,Two Year,Yes,Credit card (automatic),63.25,46.24,3342.45,0,130,2404.48,5876.93
4568-TTZRT,Month-to-Month,No,Mailed check,20.4,13.72,181.8,0,0,123.48,305.28
4570-QHXHL,Month-to-Month,Yes,Electronic check,43.75,40.73,405.7,5.9,0,366.57,766.37
4572-DVCGN,Month-to-Month,Yes,Bank transfer (automatic),80.25,27.1,846,0,0,271,1117
4573-JKNAE,Two Year,No,Bank transfer (automatic),19.35,17.23,212.3,0,0,206.76,419.06
4576-CSAJH,One Year,Yes,Credit card (automatic),55.15,33.53,1193.05,0,0,737.66,1930.71
4578-PHJYZ,One Year,Yes,Electronic check,68.75,5.51,3482.85,16.86,0,286.52,3752.51
4580-TMHJU,Month-to-Month,No,Electronic check,56.15,37.25,2499.3,0,0,1601.75,4101.05
4581-LNWUM,Month-to-Month,No,Electronic check,49.15,0,649.4,0,0,0,649.4
4581-SSPWD,Month-to-Month,Yes,Electronic check,75.8,5.2,246.3,0,10,15.6,271.9
4583-PARNH,Month-to-Month,Yes,Electronic check,91.55,15.44,1540.05,0,0,247.04,1787.09
4584-LBNMK,One Year,No,Credit card (automatic),24.7,44.91,1174.35,0,0,2020.95,3195.3
4585-HETAI,Month-to-Month,Yes,Electronic check,73.75,48.48,325.45,0,0,193.92,519.37
4587-NUKOX,Month-to-Month,Yes,Electronic check,79.1,32.43,246.5,0,0,97.29,343.79
4587-VVTOX,Month-to-Month,Yes,Electronic check,105.3,27.44,545.2,0,0,164.64,709.84
4588-YBNIB,Month-to-Month,Yes,Mailed check,19.6,5.36,19.6,0,0,5.36,24.96
4589-IUAJB,Two Year,No,Bank transfer (automatic),24.25,28.54,1724.15,0,0,1997.8,3721.95
4592-IWTJI,Month-to-Month,No,Credit card (automatic),29.7,0,91.7,0,0,0,91.7
4597-ELFTS,One Year,No,Electronic check,24.9,2.58,1334,0,0,144.48,1478.48
4597-NUCQV,Month-to-Month,Yes,Electronic check,101.25,28.98,2440.15,0,0,695.52,3135.67
4598-XLKNJ,Month-to-Month,Yes,Electronic check,98.5,19.76,2514.5,13.43,0,494,2995.07
4598-ZADCK,One Year,Yes,Electronic check,53.6,0,2879.2,0,0,0,2879.2
4603-JANFB,Month-to-Month,Yes,Electronic check,69.85,12.13,69.85,0,0,12.13,81.98
4607-CHPCA,One Year,Yes,Electronic check,90.4,35.27,2178.6,0,140,881.75,3200.35
4608-LCIMN,Month-to-Month,No,Bank transfer (automatic),44.65,30.77,369.15,0,0,246.16,615.31
4609-KNNWG,Two Year,No,Mailed check,19.9,2.4,550.1,0,0,64.8,614.9
4611-ANLQC,One Year,No,Electronic check,50.05,0,2911.5,0,0,0,2911.5
4612-SSVHJ,One Year,Yes,Electronic check,81.45,23.18,1671.6,0,0,463.6,2135.2
4612-THJBS,One Year,Yes,Bank transfer (automatic),104.75,34.58,5510.65,0,0,1936.48,7447.13
4614-NUVZD,Month-to-Month,Yes,Electronic check,81.1,22.86,81.1,0,0,22.86,103.96
4615-PIVVU,Two Year,No,Credit card (automatic),66.5,34.76,2762.75,0,0,1459.92,4222.67
4616-EWBNJ,One Year,No,Bank transfer (automatic),20.1,47.25,318.6,0,0,756,1074.6
4616-ULAOA,Two Year,Yes,Credit card (automatic),110.8,45.21,7245.9,0,0,2938.65,10184.55
4619-EVPHY,One Year,Yes,Bank transfer (automatic),91,38.85,1859.5,0,0,777,2636.5
4622-YNKIJ,Two Year,Yes,Electronic check,88.95,47.64,3027.65,0,0,1572.12,4599.77
4623-ZKHLY,Month-to-Month,Yes,Bank transfer (automatic),20.45,20.78,471.55,0,0,457.16,928.71
4625-EWPTF,Month-to-Month,Yes,Electronic check,30.45,0,226.45,0,0,0,226.45
4625-LAMOB,Two Year,No,Credit card (automatic),20.4,1.4,905.55,0,0,61.6,967.15
4625-XMOYM,Two Year,Yes,Bank transfer (automatic),26.25,2.57,1988.05,0,0,185.04,2173.09
4626-GYCZP,Month-to-Month,Yes,Electronic check,93.85,15.51,635.6,0,0,108.57,744.17
4626-OZDTJ,One Year,Yes,Credit card (automatic),78.65,25.45,3950.85,0,0,1297.95,5248.8
4627-MIHJH,Two Year,No,Credit card (automatic),110.25,23.4,7467.55,0,0,1614.6,9082.15
4628-CTTLA,Month-to-Month,Yes,Electronic check,39.3,0,2111.45,0,80,0,2191.45
4628-WQCQQ,One Year,Yes,Electronic check,85.15,25.51,3030.6,0,0,892.85,3923.45
4629-NRXKX,Month-to-Month,No,Electronic check,70.4,46.23,147.15,0,0,92.46,239.61
4631-OACRM,Month-to-Month,Yes,Electronic check,79.4,17.23,1156.1,0,0,258.45,1414.55
4632-PAOYU,One Year,No,Mailed check,19.95,37.4,433.5,0,0,822.8,1256.3
4632-XJMEX,One Year,No,Credit card (automatic),62.85,47.81,3419.5,0,0,2533.93,5953.43
4633-MKHYU,Month-to-Month,Yes,Mailed check,88.4,35.45,788.6,0,0,319.05,1107.65
4634-JLRJT,Month-to-Month,Yes,Mailed check,20.35,29.86,20.35,0,0,29.86,50.21
4635-EJYPD,Two Year,No,Mailed check,18.95,35.39,613.95,0,0,1132.48,1746.43
4636-JGAAI,Month-to-Month,No,Mailed check,88.85,13.97,3000.25,0,0,474.98,3475.23
4636-OLWOE,One Year,Yes,Electronic check,61,4.16,3283.05,0,0,224.64,3507.69
4636-QRJKY,Month-to-Month,Yes,Electronic check,80.5,36.12,502.85,0,0,216.72,719.57
4636-TVXVG,One Year,No,Bank transfer (automatic),19.95,47.96,1244.8,0,0,2973.52,4218.32
4640-UHDOS,Month-to-Month,No,Electronic check,55.95,19.05,734.35,0,0,247.65,982
4641-FROLU,Two Year,No,Mailed check,19.3,11.6,602.9,0,0,348,950.9
4644-OBGFZ,One Year,No,Mailed check,19.5,36.23,1026.35,0,0,1992.65,3019
4644-PIZRT,One Year,Yes,Bank transfer (automatic),70.35,33.24,1201.65,0,0,565.08,1766.73
4646-QZXTF,Month-to-Month,No,Bank transfer (automatic),81.25,12.16,580.1,47.36,0,85.12,617.86
4647-MUZON,Month-to-Month,Yes,Credit card (automatic),95.95,29.6,1745.5,6.72,0,532.8,2271.58
4647-XXZAM,Month-to-Month,No,Mailed check,45.5,29.41,285.2,0,0,176.46,461.66
4648-YPBTM,Two Year,Yes,Bank transfer (automatic),73.9,6.54,3958.25,0,0,346.62,4304.87
4652-NNHNY,Month-to-Month,Yes,Bank transfer (automatic),73.85,17.96,1284.2,0,0,287.36,1571.56
4652-ODEVH,Two Year,No,Mailed check,24.45,47.31,1088.25,0,0,2128.95,3217.2
4654-DLAMQ,One Year,No,Bank transfer (automatic),97,3.76,6430.9,0,0,240.64,6671.54
4654-GGUII,One Year,Yes,Mailed check,40.2,0,711.95,0,90,0,801.95
4654-ULTTN,Two Year,Yes,Credit card (automatic),74.8,8.28,5315.8,0,0,579.6,5895.4
4656-CAURT,Two Year,No,Bank transfer (automatic),23.95,22.24,1713.1,0,0,1534.56,3247.66
4657-FWVFY,Month-to-Month,Yes,Credit card (automatic),96.35,29.42,3915.4,0,0,1176.8,5092.2
4658-HCOHW,Month-to-Month,Yes,Electronic check,102.8,16.67,2110.15,0,0,350.07,2460.22
4659-NZRUF,Month-to-Month,Yes,Electronic check,95.15,32.87,1789.25,0,120,624.53,2533.78
4660-IRIBM,Month-to-Month,Yes,Mailed check,87.9,24.16,1500.5,0,0,434.88,1935.38
4661-NJEUX,Month-to-Month,Yes,Mailed check,20.05,3.23,20.05,0,0,3.23,23.28
4662-EKDPQ,Month-to-Month,No,Bank transfer (automatic),62.05,37.29,118.3,0,0,74.58,192.88
4664-NJCMS,Two Year,No,Bank transfer (automatic),59.55,0,2016.3,0,0,0,2016.3
4667-OHGKG,Month-to-Month,Yes,Mailed check,19.3,49.2,19.3,0,0,49.2,68.5
4667-QONEA,One Year,Yes,Credit card (automatic),74.85,48.9,4456.35,0,0,2934,7390.35
4670-TABXH,Two Year,Yes,Credit card (automatic),109.75,22.95,7758.9,0,0,1652.4,9411.3
4671-LXRDQ,Month-to-Month,Yes,Mailed check,45,17.25,96.45,0,30,34.5,160.95
4671-VJLCL,Two Year,Yes,Credit card (automatic),79.85,12.82,4861.45,0,0,807.66,5669.11
4672-FOTSD,Month-to-Month,Yes,Electronic check,67.25,45.8,832.3,0,0,549.6,1381.9
4673-KKSLS,Month-to-Month,No,Electronic check,87.6,40.92,2724.25,0,70,1268.52,4062.77
4674-HGNUA,Two Year,No,Credit card (automatic),89.9,31.33,6457.15,0,0,2224.43,8681.58
4676-MQUEA,One Year,Yes,Bank transfer (automatic),101.9,14.49,5265.5,0,0,724.5,5990
4676-WLUHT,Two Year,No,Bank transfer (automatic),46.2,0,2431.95,0,0,0,2431.95
4678-DVQEO,Month-to-Month,Yes,Electronic check,52.2,34.04,52.2,0,0,34.04,86.24
4680-KUTAJ,Two Year,Yes,Electronic check,55.6,2.81,580.8,15.2,0,30.91,596.51
4682-BLBUC,One Year,Yes,Electronic check,70.95,29.61,3250.45,24.92,0,1302.84,4528.37
4683-WYDOU,Two Year,Yes,Bank transfer (automatic),107.6,34.62,6912.7,0,0,2146.44,9059.14
4685-ERGHK,One Year,Yes,Electronic check,86.9,36.08,4939.25,0,0,2056.56,6995.81
4685-TFLLS,One Year,No,Bank transfer (automatic),19.8,45.18,342.3,0,0,813.24,1155.54
4686-GEFRM,Two Year,Yes,Bank transfer (automatic),98.7,45.24,6858.9,0,0,3166.8,10025.7
4686-UXDML,Month-to-Month,Yes,Credit card (automatic),99.85,24.86,1992.55,0,0,522.06,2514.61
4690-LLKUA,Month-to-Month,Yes,Electronic check,45.05,40.93,770.6,0,0,695.81,1466.41
4690-PKDQG,Month-to-Month,Yes,Electronic check,95.55,22.89,3930.6,0,0,961.38,4891.98
4692-NNQRU,One Year,No,Electronic check,79.2,14.51,1742.45,0,0,304.71,2047.16
4693-VWVBO,Month-to-Month,No,Electronic check,19.55,40.98,61.05,0,0,122.94,183.99
4694-PHWFW,Month-to-Month,No,Mailed check,19.95,45.87,170.9,0,0,366.96,537.86
4695-VADHF,Month-to-Month,No,Electronic check,57.45,2.86,990.85,15.73,0,51.48,1026.6
4695-WJZUE,Month-to-Month,Yes,Electronic check,88.55,21.57,179.25,0,0,43.14,222.39
4697-LUPSU,One Year,No,Mailed check,20.2,38.41,34.75,0,0,76.82,111.57
4698-KVLLG,Two Year,No,Credit card (automatic),19.6,47.46,967.9,0,0,2420.46,3388.36
4700-UBQMV,One Year,Yes,Bank transfer (automatic),75.9,31.55,1549.75,0,0,662.55,2212.3
4701-AHWMW,Month-to-Month,Yes,Bank transfer (automatic),54.55,0,2978.3,0,50,0,3028.3
4701-LKOZD,Two Year,No,Credit card (automatic),89.75,29.53,6367.2,0,110,2067.1,8544.3
4701-MLJPN,Month-to-Month,Yes,Electronic check,55.25,1.53,1715.65,0,10,47.43,1773.08
4702-HDRKD,One Year,Yes,Bank transfer (automatic),49.35,0,3321.35,0,0,0,3321.35
4702-IOQDC,Month-to-Month,Yes,Electronic check,70.1,46.17,70.1,0,0,46.17,116.27
4703-MQYKT,Two Year,No,Mailed check,19.6,16.81,390.4,0,0,353.01,743.41
4704-ERYFC,Month-to-Month,Yes,Electronic check,69.25,32.11,1554,0,0,706.42,2260.42
4706-AXVKM,Month-to-Month,Yes,Credit card (automatic),84.8,4.1,906.85,0,0,45.1,951.95
4706-DGAHW,Two Year,No,Electronic check,45.2,49.34,45.2,0,0,49.34,94.54
4707-MAXGU,Two Year,No,Credit card (automatic),25.85,36.03,1872.2,5.73,0,2594.16,4460.63
4707-YNOQA,One Year,Yes,Credit card (automatic),25.6,25.69,917.15,0,0,873.46,1790.61
4709-LKHYG,One Year,No,Electronic check,20,27.72,540.05,0,0,803.88,1343.93
4710-FDUIZ,One Year,No,Credit card (automatic),100.3,26.15,5614.45,0,100,1464.4,7178.85
4710-NKCAW,Month-to-Month,No,Credit card (automatic),64.4,17.37,316.9,0,0,86.85,403.75
4712-AUQZO,Month-to-Month,No,Mailed check,33.6,0,550.35,0,0,0,550.35
4712-UYOOI,Month-to-Month,No,Electronic check,20,38.6,417.65,9.73,0,772,1179.92
4713-LZDRV,Month-to-Month,Yes,Electronic check,79.6,31.91,195.05,0,0,63.82,258.87
4713-ZBURT,Two Year,No,Bank transfer (automatic),99.7,23.54,4634.35,0,0,1059.3,5693.65
4716-HHKQH,One Year,No,Electronic check,107.05,27.56,2172.05,0,0,551.2,2723.25
4716-MRVEN,One Year,No,Mailed check,20,32.43,599.3,0,0,940.47,1539.77
4717-GHADL,Two Year,Yes,Mailed check,79.6,48.45,4024.2,0,0,2422.5,6446.7
4718-DHSMV,Month-to-Month,Yes,Mailed check,35.8,0,363.15,0,0,0,363.15
4718-WXBGI,Two Year,Yes,Credit card (automatic),91.95,27.1,6614.9,0,0,1951.2,8566.1
4719-UMSIY,Month-to-Month,No,Mailed check,19.65,15.5,100.9,0,0,93,193.9
4720-VSTSI,Month-to-Month,Yes,Bank transfer (automatic),84.8,40.17,3862.55,0,0,1767.48,5630.03
4723-BEGSG,Two Year,No,Credit card (automatic),86.65,12.12,6094.25,3.2,0,872.64,6963.69
4724-WXVWF,Month-to-Month,Yes,Electronic check,95.4,4.15,4445.3,0,0,199.2,4644.5
4726-DLWQN,Month-to-Month,Yes,Bank transfer (automatic),70.35,25.23,3454.6,0,100,1261.5,4816.1
4727-MCYZG,Month-to-Month,No,Mailed check,55.55,33.32,55.55,0,30,33.32,118.87
4729-XKASR,Month-to-Month,No,Electronic check,24.75,0,24.75,0,0,0,24.75
4730-AWNAU,One Year,No,Credit card (automatic),60.7,0,2234.55,0,0,0,2234.55
4732-RRJZC,Month-to-Month,No,Mailed check,20.25,39.98,144.35,0,0,279.86,424.21
4735-ASGMA,Month-to-Month,Yes,Electronic check,98.35,40.17,2515.3,0,0,1044.42,3559.72
4735-BJKOU,Two Year,No,Mailed check,20.15,8.36,804.85,0,0,334.4,1139.25
4737-AQCPU,Two Year,No,Credit card (automatic),72.1,42.55,5016.65,0,0,3063.6,8080.25
4737-HOBAX,Two Year,No,Credit card (automatic),79.8,10.07,5034.05,0,0,634.41,5668.46
4741-WWJQZ,Month-to-Month,Yes,Electronic check,80.15,26.58,194.55,0,0,53.16,247.71
4742-DRORA,One Year,Yes,Bank transfer (automatic),95.4,5.43,5812,0,0,325.8,6137.8
4742-TXUEX,Two Year,No,Bank transfer (automatic),19.3,2.56,890.5,0,0,120.32,1010.82
4745-LSPLO,Month-to-Month,No,Mailed check,20.5,19.85,20.5,0,0,19.85,40.35
4747-LCAQL,Month-to-Month,Yes,Mailed check,79,7.55,1902,0,0,188.75,2090.75
4749-OJKQU,Month-to-Month,Yes,Electronic check,75.65,23.5,302.35,0,0,94,396.35
4749-VFKVB,Month-to-Month,Yes,Mailed check,50.1,46.49,50.1,0,0,46.49,96.59
4750-UKWJK,One Year,No,Mailed check,19.6,25.35,727.8,0,0,937.95,1665.75
4750-ZRXIU,Month-to-Month,Yes,Electronic check,84.6,6.68,360.1,0,0,26.72,386.82
4751-ERMAN,Two Year,Yes,Bank transfer (automatic),75.4,42.16,5480.25,0,0,3035.52,8515.77
4753-PADAS,One Year,Yes,Bank transfer (automatic),105.7,25.46,6816.95,0,0,1705.82,8522.77
4759-PXTAN,One Year,Yes,Electronic check,80.1,20.27,4693.2,0,0,1195.93,5889.13
4759-TRPLW,Month-to-Month,No,Electronic check,70.4,29.63,70.4,0,0,29.63,100.03
4760-THGOT,Month-to-Month,Yes,Electronic check,94.1,49.48,4107.3,0,0,2127.64,6234.94
4760-XOHVN,Month-to-Month,No,Mailed check,19.45,28.73,19.45,0,0,28.73,48.18
4763-PGDPO,Month-to-Month,No,Electronic check,70.4,41.12,281,0,70,164.48,515.48
4765-OXPPD,Month-to-Month,No,Mailed check,65,6.35,663.05,0,0,57.15,720.2
4767-HZZHQ,Month-to-Month,No,Bank transfer (automatic),82.05,6.19,2570.2,0,120,185.7,2875.9
4770-QAZXN,Month-to-Month,No,Credit card (automatic),19.45,46.3,232.1,0,0,601.9,834
4770-UEZOX,Month-to-Month,Yes,Electronic check,74.75,43.56,144.8,0,0,87.12,231.92
4774-HHGGS,Two Year,No,Mailed check,19.05,11.38,637.55,0,0,341.4,978.95
4776-XSKYQ,One Year,No,Credit card (automatic),30.25,0,368.85,0,0,0,368.85
4778-IZARL,Two Year,Yes,Credit card (automatic),110.1,3.18,6705.7,0,0,200.34,6906.04
4779-ZGICK,Two Year,No,Mailed check,23.55,11.86,1173.35,0,0,569.28,1742.63
4781-ZXYGU,Month-to-Month,Yes,Bank transfer (automatic),20.15,18.63,20.15,0,0,18.63,38.78
4782-OSFXZ,Two Year,Yes,Bank transfer (automatic),82.7,37.53,5831.2,0,0,2664.63,8495.83
4785-FCIFB,Two Year,No,Mailed check,24.4,20.09,1417.9,0,0,1225.49,2643.39
4785-NKHCX,One Year,No,Bank transfer (automatic),20.05,30.14,94.15,0,0,150.7,244.85
4785-QRJHC,One Year,Yes,Bank transfer (automatic),59.9,0,2816.65,0,150,0,2966.65
4786-UKSNZ,Month-to-Month,No,Mailed check,20.2,11.25,20.2,0,0,11.25,31.45
4789-KWMXN,One Year,Yes,Credit card (automatic),110.85,19.02,5275.8,4.93,0,893.94,6164.81
4791-QRGMF,One Year,Yes,Bank transfer (automatic),99.5,10.76,5961.1,0,0,634.84,6595.94
4795-KTRTH,Month-to-Month,Yes,Electronic check,81,47.28,371.65,40.64,10,236.4,577.41
4795-UXVCJ,One Year,No,Credit card (automatic),19.8,45.7,457.3,0,0,1188.2,1645.5
4795-WRNVT,Month-to-Month,No,Mailed check,65.1,11.56,2586,0,0,462.4,3048.4
4797-AXPXK,Month-to-Month,Yes,Electronic check,60,43.48,60,0,10,43.48,113.48
4797-MIWUM,Month-to-Month,Yes,Bank transfer (automatic),20.25,49.83,174.7,0,0,348.81,523.51
4800-CZMPC,One Year,Yes,Credit card (automatic),103.25,6.36,5037.55,0,0,305.28,5342.83
4800-VHZKI,Month-to-Month,Yes,Mailed check,19.9,36.63,19.9,0,0,36.63,56.53
4801-JZAZL,Month-to-Month,Yes,Electronic check,29.6,0,346.45,27.24,0,0,319.21
4801-KFYKL,Month-to-Month,No,Bank transfer (automatic),19.45,1.95,159.2,0,0,15.6,174.8
4803-AXVYP,Month-to-Month,Yes,Electronic check,99.55,47.39,3734.25,0,0,1800.82,5535.07
4803-LBYPN,Month-to-Month,No,Mailed check,20.8,44.54,635.9,46.07,0,1514.36,2104.19
4804-NCPET,Two Year,No,Mailed check,20.2,31.7,387.4,0,0,602.3,989.7
4806-DXQCE,Two Year,Yes,Electronic check,113.65,35.39,7714.65,24.36,0,2477.3,10167.59
4806-HIPDW,Month-to-Month,Yes,Electronic check,68.95,21.65,68.95,0,0,21.65,90.6
4806-KEXQR,Month-to-Month,Yes,Electronic check,79.9,43.06,324.3,0,0,172.24,496.54
4807-IZYOZ,Two Year,No,Bank transfer (automatic),20.65,19.23,1020.75,19.32,0,980.73,1982.16
4808-YNLEU,One Year,Yes,Bank transfer (automatic),62.15,24.53,2215.45,0,0,858.55,3074
4811-JBUVU,Month-to-Month,Yes,Credit card (automatic),89.9,31.97,2723.15,0,0,959.1,3682.25
4813-HQMGZ,Month-to-Month,Yes,Electronic check,90.25,9.88,743.75,0,0,79.04,822.79
4815-GBTCD,Month-to-Month,Yes,Electronic check,25.15,0,99.95,0,0,0,99.95
4815-TUMEQ,One Year,Yes,Mailed check,19.3,45.42,185.2,0,0,454.2,639.4
4815-YOSUK,One Year,Yes,Credit card (automatic),104.9,41.18,7537.5,0,0,2964.96,10502.46
4816-JBHOV,Month-to-Month,Yes,Electronic check,44.7,41.43,93.7,0,0,82.86,176.56
4816-LXZYW,Month-to-Month,Yes,Electronic check,79.15,33.44,1676.95,0,0,769.12,2446.07
4816-OKWNX,One Year,Yes,Bank transfer (automatic),103.4,36.21,5236.4,0,0,1810.5,7046.9
4817-KEQSP,Two Year,No,Bank transfer (automatic),19.85,16.84,1326.35,0,0,1195.64,2521.99
4817-QRJSX,Month-to-Month,Yes,Credit card (automatic),81,49.5,818.05,0,0,495,1313.05
4817-VYYWS,Month-to-Month,Yes,Electronic check,100.2,11.73,2983.8,0,0,351.9,3335.7
4818-DRBQT,Month-to-Month,Yes,Bank transfer (automatic),80.15,26.03,2265.25,0,0,754.87,3020.12
4818-QIUFN,Month-to-Month,Yes,Electronic check,79.15,11.82,1520.9,0,0,236.4,1757.3
4819-HJPIW,Month-to-Month,No,Mailed check,25.15,0,476.8,0,0,0,476.8
4821-SJHJV,Month-to-Month,No,Electronic check,89.6,48.49,2901.8,0,0,1551.68,4453.48
4821-WQOYN,Two Year,Yes,Credit card (automatic),20.1,22.05,1326.25,0,0,1587.6,2913.85
4822-LPTYJ,Two Year,Yes,Bank transfer (automatic),103.75,16.5,7346.2,0,130,1188,8664.2
4822-NGOCH,Month-to-Month,Yes,Electronic check,84.45,21.88,1058.6,0,0,284.44,1343.04
4822-RVYBB,Month-to-Month,Yes,Electronic check,100.6,40.45,819.4,0,0,323.6,1143
4822-YCXMX,Month-to-Month,Yes,Electronic check,84.8,8.31,2043.45,0,0,207.75,2251.2
4824-GUCBY,One Year,No,Electronic check,81.7,23.43,1820.9,29.88,0,515.46,2306.48
4825-FUREZ,Two Year,No,Electronic check,20.25,45.75,835.5,0,0,1921.5,2757
4825-XJGDM,One Year,No,Credit card (automatic),43.7,0,2696.55,0,0,0,2696.55
4826-DXMUP,One Year,Yes,Mailed check,72.1,10.11,2495.15,0,0,353.85,2849
4826-TZEVA,Month-to-Month,No,Credit card (automatic),74.8,18.57,2971.7,0,0,742.8,3714.5
4826-XTSOH,Month-to-Month,Yes,Electronic check,86.05,38.78,86.05,0,0,38.78,124.83
4827-DPADN,Two Year,Yes,Bank transfer (automatic),83.3,24.48,6042.7,0,80,1762.56,7885.26
4827-LTQRJ,One Year,Yes,Credit card (automatic),110.6,44.38,7210.85,0,0,2929.08,10139.93
4827-USJHP,Month-to-Month,Yes,Mailed check,51.8,3.94,1023.85,0,0,78.8,1102.65
4828-FAZPK,Month-to-Month,Yes,Credit card (automatic),79.95,49.85,1267.95,0,0,797.6,2065.55
4829-AUOAX,Month-to-Month,No,Bank transfer (automatic),96.05,6.18,4399.5,0,80,284.28,4763.78
4829-ZLJTK,Two Year,Yes,Electronic check,112.4,15.23,8046.85,0,0,1096.56,9143.41
4830-FAXFM,Month-to-Month,Yes,Credit card (automatic),24.1,14.48,439.2,0,0,275.12,714.32
4831-EOBFE,Month-to-Month,No,Credit card (automatic),94.65,40.49,2649.15,0,0,1174.21,3823.36
4832-VRBMR,One Year,Yes,Bank transfer (automatic),103.15,16.65,6792.45,0,0,1082.25,7874.7
4833-QTJNO,Month-to-Month,No,Bank transfer (automatic),83.85,44.9,5588.8,0,0,3008.3,8597.1
4835-YSJMR,Two Year,Yes,Bank transfer (automatic),49.8,3.93,1971.15,0,0,153.27,2124.42
4836-WNFNO,Two Year,No,Credit card (automatic),25,39.98,1849.2,0,0,2878.56,4727.76
4837-PZTIC,Two Year,No,Mailed check,41.9,0,1875.25,0,0,0,1875.25
4837-QUSFT,One Year,Yes,Bank transfer (automatic),100.15,36.62,6643.5,0,0,2380.3,9023.8
4840-ORQXB,Two Year,No,Electronic check,104.75,27.64,5841.35,36.52,0,1547.84,7352.67
4844-JJWUY,Month-to-Month,Yes,Electronic check,86,28.82,86,0,0,28.82,114.82
4846-WHAFZ,Month-to-Month,Yes,Electronic check,76.5,6.33,2868.15,0,0,234.21,3102.36
4847-QNOKA,Month-to-Month,Yes,Bank transfer (automatic),44.9,41.78,44.9,0,0,41.78,86.68
4847-TAJYI,One Year,Yes,Electronic check,89.35,8.06,567.8,0,0,48.36,616.16
4849-PYRLQ,Two Year,No,Bank transfer (automatic),73.25,37.3,4054.2,17.16,0,2088.8,6125.84
4851-BQDNX,One Year,Yes,Electronic check,85.05,14.41,3355.65,38.15,0,576.4,3893.9
4853-OITSN,Month-to-Month,Yes,Electronic check,89.15,15.74,413.25,0,0,78.7,491.95
4853-RULSV,Two Year,Yes,Credit card (automatic),104,12.19,7250.15,0,0,853.3,8103.45
4854-CIDCF,Two Year,No,Electronic check,73.85,46.65,196.4,0,0,139.95,336.35
4854-SSLTN,Two Year,No,Mailed check,59.5,42.55,130.5,0,0,85.1,215.6
4855-SNKMY,Month-to-Month,Yes,Electronic check,44.1,4.41,44.1,0,0,4.41,48.51
4859-ZSRDZ,Two Year,Yes,Credit card (automatic),55.5,0,3166.9,0,0,0,3166.9
4860-IJUDE,Month-to-Month,Yes,Credit card (automatic),73.75,30.06,956.65,0,0,390.78,1347.43
4860-YZGZM,Month-to-Month,No,Electronic check,20,39.39,185.4,0,0,393.9,579.3
4868-AADLV,One Year,Yes,Electronic check,116.25,3.27,7862.25,0,0,215.82,8078.07
4869-EPIUS,One Year,Yes,Electronic check,80.9,46.18,4557.5,0,0,2586.08,7143.58
4871-JTKJF,Month-to-Month,Yes,Electronic check,69.65,31.13,69.65,0,0,31.13,100.78
4872-JCVCA,Two Year,Yes,Bank transfer (automatic),47.6,0,3377.8,0,0,0,3377.8
4872-VXRIL,One Year,Yes,Bank transfer (automatic),64.65,48.32,3665.55,0,0,2705.92,6371.47
4873-ILOLJ,Month-to-Month,Yes,Electronic check,90.35,32.49,2238.5,0,0,779.76,3018.26
4877-EVATK,Month-to-Month,No,Mailed check,20,46.77,20,0,0,46.77,66.77
4877-TSOFF,One Year,Yes,Bank transfer (automatic),75.75,16.16,4264.25,0,0,888.8,5153.05
4878-BUNFV,Two Year,No,Mailed check,20.7,32.02,828.85,0,0,1344.84,2173.69
4879-GZLFH,Month-to-Month,Yes,Electronic check,92.15,17.75,3875.4,0,0,745.5,4620.9
4881-GQJTW,Month-to-Month,No,Credit card (automatic),19.6,8.54,300.4,0,0,119.56,419.96
4881-JVQOD,One Year,Yes,Bank transfer (automatic),34.55,0,362.6,0,0,0,362.6
4883-KCPZJ,Two Year,No,Credit card (automatic),25.25,25.98,555.4,0,0,571.56,1126.96
4883-QICIH,Month-to-Month,Yes,Bank transfer (automatic),69.75,5.99,2347.9,19.67,0,191.68,2519.91
4884-LEVMQ,Two Year,Yes,Bank transfer (automatic),20.45,36.39,790,0,0,1419.21,2209.21
