customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married
4565-NLZBV,Female,33,No,No,Yes,No,0,Yes
4566-GOLUK,Male,43,No,No,Yes,No,0,Yes
4566-NECEV,Male,40,No,No,No,No,0,No
4566-QVRRW,Female,41,No,No,Yes,No,0,Yes
4567-AKPIA,Female,28,Yes,No,Yes,Yes,2,Yes
4568-KNYWR,Male,56,No,No,No,No,0,No
4568-TTZRT,Male,36,No,No,No,No,0,No
4570-QHXHL,Female,48,No,No,No,No,0,No
4572-DVCGN,Female,40,No,No,No,No,0,No
4573-JKNAE,Male,44,No,No,No,Yes,3,No
4576-CSAJH,Male,22,Yes,No,No,No,0,No
4578-PHJYZ,Male,45,No,No,Yes,Yes,2,Yes
4580-TMHJU,Female,57,No,No,Yes,No,0,Yes
4581-LNWUM,Female,47,No,No,No,No,0,No
4581-SSPWD,Female,63,No,No,No,No,0,No
4583-PARNH,Male,66,No,Yes,Yes,No,0,Yes
4584-LBNMK,Male,79,No,Yes,Yes,No,0,Yes
4585-HETAI,Female,25,Yes,No,Yes,No,0,Yes
4587-NUKOX,Female,60,No,No,No,No,0,No
4587-VVTOX,Female,23,Yes,No,Yes,No,0,Yes
4588-YBNIB,Female,24,Yes,No,No,No,0,No
4589-IUAJB,Male,36,No,No,Yes,No,0,Yes
4592-IWTJI,Female,46,No,No,Yes,Yes,2,Yes
4597-ELFTS,Male,57,No,No,No,No,0,No
4597-NUCQV,Male,65,No,Yes,No,No,0,No
4598-XLKNJ,Female,78,No,Yes,Yes,Yes,1,Yes
4598-ZADCK,Female,34,No,No,No,No,0,No
4603-JANFB,Male,51,No,No,No,No,0,No
4607-CHPCA,Male,63,No,No,Yes,No,0,Yes
4608-LCIMN,Male,45,No,No,Yes,Yes,3,Yes
4609-KNNWG,Female,36,No,No,Yes,Yes,3,Yes
4611-ANLQC,Female,31,No,No,Yes,No,0,Yes
4612-SSVHJ,Female,74,No,Yes,No,No,0,No
4612-THJBS,Female,68,No,Yes,No,No,0,No
4614-NUVZD,Female,53,No,No,No,No,0,No
4615-PIVVU,Female,33,No,No,No,No,0,No
4616-EWBNJ,Female,23,Yes,No,No,No,0,No
4616-ULAOA,Female,33,No,No,Yes,Yes,2,Yes
4619-EVPHY,Female,65,No,Yes,Yes,No,0,Yes
4622-YNKIJ,Male,59,No,No,No,No,0,No
4623-ZKHLY,Male,43,No,No,Yes,No,0,Yes
4625-EWPTF,Male,55,No,No,No,No,0,No
4625-LAMOB,Male,36,No,No,No,No,0,No
4625-XMOYM,Female,37,No,No,Yes,Yes,1,Yes
4626-GYCZP,Male,60,No,No,No,No,0,No
4626-OZDTJ,Female,35,No,No,Yes,No,0,Yes
4627-MIHJH,Female,72,No,Yes,No,No,0,No
4628-CTTLA,Male,23,Yes,No,No,No,0,No
4628-WQCQQ,Male,37,No,No,No,No,0,No
4629-NRXKX,Female,47,No,No,Yes,No,0,Yes
4631-OACRM,Male,78,No,Yes,No,No,0,No
4632-PAOYU,Male,37,No,No,Yes,Yes,1,Yes
4632-XJMEX,Male,20,Yes,No,No,Yes,2,No
4633-MKHYU,Female,23,Yes,No,No,No,0,No
4634-JLRJT,Female,30,No,No,No,No,0,No
4635-EJYPD,Male,39,No,No,Yes,Yes,1,Yes
4636-JGAAI,Male,28,Yes,No,Yes,No,0,Yes
4636-OLWOE,Male,20,Yes,No,No,Yes,2,No
4636-QRJKY,Female,64,No,No,Yes,No,0,Yes
4636-TVXVG,Male,28,Yes,No,Yes,Yes,2,Yes
4640-UHDOS,Female,60,No,No,Yes,No,0,Yes
4641-FROLU,Female,49,No,No,Yes,Yes,1,Yes
4644-OBGFZ,Male,43,No,No,Yes,Yes,3,Yes
4644-PIZRT,Male,36,No,No,Yes,Yes,3,Yes
4646-QZXTF,Female,38,No,No,Yes,No,0,Yes
4647-MUZON,Female,56,No,No,Yes,No,0,Yes
4647-XXZAM,Female,41,No,No,Yes,Yes,1,Yes
4648-YPBTM,Male,35,No,No,No,No,0,No
4652-NNHNY,Male,32,No,No,Yes,No,0,Yes
4652-ODEVH,Male,43,No,No,Yes,Yes,3,Yes
4654-DLAMQ,Female,69,No,Yes,Yes,No,0,Yes
4654-GGUII,Female,28,Yes,No,No,No,0,No
4654-ULTTN,Male,34,No,No,Yes,No,0,Yes
4656-CAURT,Male,57,No,No,No,No,0,No
4657-FWVFY,Female,51,No,No,Yes,Yes,2,Yes
4658-HCOHW,Female,52,No,No,Yes,No,0,Yes
4659-NZRUF,Female,64,No,No,No,No,0,No
4660-IRIBM,Male,32,No,No,Yes,Yes,1,Yes
4661-NJEUX,Male,42,No,No,No,No,0,No
4662-EKDPQ,Male,44,No,No,No,No,0,No
4664-NJCMS,Female,52,No,No,Yes,No,0,Yes
4667-OHGKG,Male,61,No,No,No,No,0,No
4667-QONEA,Female,72,No,Yes,Yes,No,0,Yes
4670-TABXH,Male,53,No,No,Yes,No,0,Yes
4671-LXRDQ,Male,44,No,No,No,No,0,No
4671-VJLCL,Female,36,No,No,No,No,0,No
4672-FOTSD,Male,54,No,No,No,No,0,No
4673-KKSLS,Female,56,No,No,No,No,0,No
4674-HGNUA,Male,57,No,No,Yes,Yes,3,Yes
4676-MQUEA,Male,80,No,Yes,Yes,No,0,Yes
4676-WLUHT,Male,51,No,No,No,No,0,No
4678-DVQEO,Female,41,No,No,No,No,0,No
4680-KUTAJ,Female,73,No,Yes,No,No,0,No
4682-BLBUC,Male,19,Yes,No,Yes,No,0,Yes
4683-WYDOU,Male,54,No,No,Yes,No,0,Yes
4685-ERGHK,Male,45,No,No,No,No,0,No
4685-TFLLS,Male,39,No,No,Yes,Yes,3,Yes
4686-GEFRM,Male,23,Yes,No,Yes,No,0,Yes
4686-UXDML,Female,24,Yes,No,No,No,0,No
4690-LLKUA,Male,68,No,Yes,No,No,0,No
4690-PKDQG,Female,66,No,Yes,Yes,No,0,Yes
4692-NNQRU,Female,49,No,No,Yes,No,0,Yes
4693-VWVBO,Female,60,No,No,No,No,0,No
4694-PHWFW,Female,26,Yes,No,No,Yes,3,No
4695-VADHF,Male,53,No,No,Yes,No,0,Yes
4695-WJZUE,Female,68,No,Yes,No,No,0,No
4697-LUPSU,Male,22,Yes,No,Yes,No,0,Yes
4698-KVLLG,Female,66,No,Yes,No,No,0,No
4700-UBQMV,Male,42,No,No,Yes,Yes,3,Yes
4701-AHWMW,Male,30,No,No,Yes,No,0,Yes
4701-LKOZD,Female,64,No,No,No,No,0,No
4701-MLJPN,Male,60,No,No,No,No,0,No
4702-HDRKD,Male,30,No,No,No,No,0,No
4702-IOQDC,Female,58,No,No,No,No,0,No
4703-MQYKT,Male,43,No,No,No,No,0,No
4704-ERYFC,Female,19,Yes,No,Yes,No,0,Yes
4706-AXVKM,Female,78,No,Yes,No,No,0,No
4706-DGAHW,Male,73,No,Yes,No,No,0,No
4707-MAXGU,Male,36,No,No,Yes,No,0,Yes
4707-YNOQA,Female,57,No,No,Yes,Yes,1,Yes
4709-LKHYG,Female,23,Yes,No,Yes,No,0,Yes
4710-FDUIZ,Male,50,No,No,Yes,No,0,Yes
4710-NKCAW,Male,42,No,No,Yes,Yes,2,Yes
4712-AUQZO,Male,53,No,No,No,No,0,No
4712-UYOOI,Female,21,Yes,No,Yes,Yes,3,Yes
4713-LZDRV,Female,80,No,Yes,No,No,0,No
4713-ZBURT,Male,33,No,No,No,Yes,2,No
4716-HHKQH,Male,68,No,Yes,Yes,No,0,Yes
4716-MRVEN,Female,30,No,No,No,No,0,No
4717-GHADL,Female,39,No,No,No,No,0,No
4718-DHSMV,Female,22,Yes,No,No,No,0,No
4718-WXBGI,Male,21,Yes,No,Yes,Yes,1,Yes
4719-UMSIY,Male,52,No,No,No,Yes,2,No
4720-VSTSI,Female,54,No,No,No,No,0,No
4723-BEGSG,Male,35,No,No,Yes,No,0,Yes
4724-WXVWF,Male,28,Yes,No,No,No,0,No
4726-DLWQN,Male,69,No,Yes,No,No,0,No
4727-MCYZG,Male,23,Yes,No,No,No,0,No
4729-XKASR,Male,56,No,No,No,Yes,3,No
4730-AWNAU,Male,59,No,No,Yes,No,0,Yes
4732-RRJZC,Male,31,No,No,Yes,Yes,1,Yes
4735-ASGMA,Male,55,No,No,No,No,0,No
4735-BJKOU,Female,33,No,No,No,No,0,No
4737-AQCPU,Male,39,No,No,Yes,No,0,Yes
4737-HOBAX,Male,51,No,No,Yes,No,0,Yes
4741-WWJQZ,Female,49,No,No,Yes,No,0,Yes
4742-DRORA,Male,59,No,No,Yes,No,0,Yes
4742-TXUEX,Female,24,Yes,No,Yes,Yes,3,Yes
4745-LSPLO,Male,22,Yes,No,No,No,0,No
4747-LCAQL,Male,28,Yes,No,No,No,0,No
4749-OJKQU,Female,36,No,No,No,No,0,No
4749-VFKVB,Female,47,No,No,No,No,0,No
4750-UKWJK,Female,77,No,Yes,Yes,No,0,Yes
4750-ZRXIU,Female,68,No,Yes,No,No,0,No
4751-ERMAN,Male,43,No,No,Yes,No,0,Yes
4753-PADAS,Female,23,Yes,No,Yes,No,0,Yes
4759-PXTAN,Female,34,No,No,Yes,No,0,Yes
4759-TRPLW,Male,40,No,No,No,No,0,No
4760-THGOT,Female,33,No,No,Yes,No,0,Yes
4760-XOHVN,Female,54,No,No,Yes,Yes,2,Yes
4763-PGDPO,Female,19,Yes,No,No,No,0,No
4765-OXPPD,Female,20,Yes,No,Yes,No,0,Yes
4767-HZZHQ,Male,32,No,No,Yes,Yes,3,Yes
4770-QAZXN,Female,42,No,No,No,No,0,No
4770-UEZOX,Male,19,Yes,No,No,No,0,No
4774-HHGGS,Male,64,No,No,Yes,No,0,Yes
4776-XSKYQ,Female,48,No,No,Yes,Yes,1,Yes
4778-IZARL,Male,46,No,No,Yes,No,0,Yes
4779-ZGICK,Male,39,No,No,Yes,Yes,1,Yes
4781-ZXYGU,Male,25,Yes,No,Yes,Yes,2,Yes
4782-OSFXZ,Female,72,No,Yes,Yes,No,0,Yes
4785-FCIFB,Female,20,Yes,No,Yes,No,0,Yes
4785-NKHCX,Male,65,No,Yes,No,No,0,No
4785-QRJHC,Male,80,No,Yes,Yes,No,0,Yes
4786-UKSNZ,Male,45,No,No,No,No,0,No
4789-KWMXN,Male,42,No,No,Yes,No,0,Yes
4791-QRGMF,Male,33,No,No,Yes,No,0,Yes
4795-KTRTH,Female,68,No,Yes,Yes,No,0,Yes
4795-UXVCJ,Male,63,No,No,No,No,0,No
4795-WRNVT,Female,32,No,No,No,No,0,No
4797-AXPXK,Female,64,No,No,No,Yes,2,No
4797-MIWUM,Male,22,Yes,No,Yes,Yes,3,Yes
4800-CZMPC,Female,24,Yes,No,Yes,No,0,Yes
4800-VHZKI,Female,59,No,No,No,No,0,No
4801-JZAZL,Female,32,No,No,Yes,Yes,2,Yes
4801-KFYKL,Male,28,Yes,No,No,Yes,3,No
4803-AXVYP,Female,75,No,Yes,No,No,0,No
4803-LBYPN,Male,44,No,No,Yes,Yes,1,Yes
4804-NCPET,Male,32,No,No,Yes,Yes,3,Yes
4806-DXQCE,Female,77,No,Yes,Yes,No,0,Yes
4806-HIPDW,Female,64,No,No,Yes,No,0,Yes
4806-KEXQR,Male,27,Yes,No,No,No,0,No
4807-IZYOZ,Female,25,Yes,No,No,No,0,No
4808-YNLEU,Female,51,No,No,Yes,No,0,Yes
4811-JBUVU,Male,62,No,No,No,No,0,No
4813-HQMGZ,Female,54,No,No,Yes,No,0,Yes
4815-GBTCD,Female,55,No,No,Yes,No,0,Yes
4815-TUMEQ,Female,25,Yes,No,No,No,0,No
4815-YOSUK,Male,22,Yes,No,Yes,Yes,2,Yes
4816-JBHOV,Male,72,No,Yes,No,No,0,No
4816-LXZYW,Female,51,No,No,No,No,0,No
4816-OKWNX,Male,38,No,No,Yes,Yes,1,Yes
4817-KEQSP,Female,43,No,No,Yes,Yes,2,Yes
4817-QRJSX,Female,46,No,No,No,No,0,No
4817-VYYWS,Female,21,Yes,No,No,No,0,No
4818-DRBQT,Male,29,Yes,No,Yes,No,0,Yes
4818-QIUFN,Female,69,No,Yes,No,No,0,No
4819-HJPIW,Male,32,No,No,No,No,0,No
4821-SJHJV,Female,25,Yes,No,Yes,Yes,3,Yes
4821-WQOYN,Female,25,Yes,No,Yes,Yes,2,Yes
4822-LPTYJ,Male,38,No,No,Yes,No,0,Yes
4822-NGOCH,Female,60,No,No,No,No,0,No
4822-RVYBB,Male,75,No,Yes,No,No,0,No
4822-YCXMX,Male,64,No,No,No,No,0,No
4824-GUCBY,Female,77,No,Yes,No,No,0,No
4825-FUREZ,Male,49,No,No,Yes,No,0,Yes
4825-XJGDM,Female,59,No,No,No,No,0,No
4826-DXMUP,Male,23,Yes,No,No,Yes,2,No
4826-TZEVA,Female,50,No,No,No,No,0,No
4826-XTSOH,Male,66,No,Yes,Yes,No,0,Yes
4827-DPADN,Female,28,Yes,No,Yes,Yes,3,Yes
4827-LTQRJ,Female,70,No,Yes,Yes,Yes,2,Yes
4827-USJHP,Male,45,No,No,No,No,0,No
4828-FAZPK,Female,30,No,No,Yes,Yes,2,Yes
4829-AUOAX,Female,57,No,No,No,No,0,No
4829-ZLJTK,Female,80,No,Yes,Yes,No,0,Yes
4830-FAXFM,Male,62,No,No,No,Yes,2,No
4831-EOBFE,Male,43,No,No,Yes,No,0,Yes
4832-VRBMR,Male,65,No,Yes,Yes,No,0,Yes
4833-QTJNO,Male,66,No,Yes,Yes,No,0,Yes
4835-YSJMR,Male,59,No,No,No,No,0,No
4836-WNFNO,Female,56,No,No,Yes,No,0,Yes
4837-PZTIC,Female,54,No,No,No,No,0,No
4837-QUSFT,Female,35,No,No,Yes,No,0,Yes
4840-ORQXB,Female,67,No,Yes,No,No,0,No
4844-JJWUY,Female,65,No,Yes,No,No,0,No
4846-WHAFZ,Female,80,No,Yes,Yes,Yes,1,Yes
4847-QNOKA,Female,30,No,No,No,No,0,No
4847-TAJYI,Female,77,No,Yes,No,No,0,No
4849-PYRLQ,Female,80,No,Yes,No,No,0,No
4851-BQDNX,Male,56,No,No,Yes,Yes,1,Yes
4853-OITSN,Male,33,No,No,Yes,No,0,Yes
4853-RULSV,Male,25,Yes,No,No,No,0,No
4854-CIDCF,Female,74,No,Yes,No,No,0,No
4854-SSLTN,Male,49,No,No,Yes,Yes,4,Yes
4855-SNKMY,Female,31,No,No,No,No,0,No
4859-ZSRDZ,Female,58,No,No,Yes,No,0,Yes
4860-IJUDE,Male,34,No,No,No,No,0,No
4860-YZGZM,Male,27,Yes,No,No,No,0,No
4868-AADLV,Male,77,No,Yes,Yes,Yes,2,Yes
4869-EPIUS,Male,37,No,No,Yes,No,0,Yes
4871-JTKJF,Female,70,No,Yes,No,No,0,No
4872-JCVCA,Female,44,No,No,Yes,No,0,Yes
4872-VXRIL,Male,22,Yes,No,No,No,0,No
4873-ILOLJ,Male,64,No,No,No,No,0,No
4877-EVATK,Male,30,No,No,No,No,0,No
4877-TSOFF,Female,41,No,No,Yes,Yes,3,Yes
4878-BUNFV,Male,59,No,No,Yes,Yes,1,Yes
4879-GZLFH,Female,33,No,No,Yes,Yes,3,Yes
4881-GQJTW,Male,64,No,No,No,No,0,No
4881-JVQOD,Male,73,No,Yes,Yes,Yes,3,Yes
4883-KCPZJ,Female,30,No,No,Yes,Yes,3,Yes
4883-QICIH,Male,37,No,No,Yes,No,0,Yes
4884-LEVMQ,Male,39,No,No,Yes,No,0,Yes
4884-TVUQF,Female,80,No,Yes,No,No,0,No
4884-ZTHVF,Female,80,No,Yes,No,No,0,No
4890-VMUAV,Male,46,No,No,No,No,0,No
4891-NLUBA,Female,46,No,No,Yes,Yes,3,Yes
4892-VLANZ,Male,40,No,No,No,No,0,No
4893-GYUJU,Female,29,Yes,No,No,No,0,No
4895-TMWIR,Male,79,No,Yes,Yes,No,0,Yes
4896-CPRPF,Male,38,No,No,Yes,Yes,3,Yes
4897-QSUYC,Female,42,No,No,No,No,0,No
4900-MSOMT,Female,39,No,No,Yes,Yes,3,Yes
4902-OHLSK,Female,76,No,Yes,No,No,0,No
4903-CNOZC,Male,25,Yes,No,No,No,0,No
4903-UYAVB,Male,53,No,No,Yes,No,0,Yes
4905-JEFDW,Male,39,No,No,No,No,0,No
4906-ZHGPK,Male,49,No,No,Yes,No,0,Yes
4908-XAXAY,Female,70,No,Yes,No,No,0,No
4909-JOUPP,Male,76,No,Yes,Yes,No,0,Yes
4910-AQFFX,Male,30,No,No,Yes,No,0,Yes
4910-GMJOT,Female,56,No,No,No,No,0,No
4911-BANWH,Female,44,No,No,No,No,0,No
4912-PIGUY,Female,44,No,No,No,No,0,No
4913-EHYUI,Male,80,No,Yes,Yes,No,0,Yes
4915-BFSXL,Male,49,No,No,Yes,Yes,1,Yes
4918-FYJNT,Female,68,No,Yes,Yes,No,0,Yes
4918-QLLIW,Male,23,Yes,No,No,No,0,No
4919-IKATY,Male,64,No,No,Yes,No,0,Yes
4919-MOAVT,Male,53,No,No,No,No,0,No
4922-CVPDX,Female,23,Yes,No,Yes,No,0,Yes
4923-ADWXJ,Female,33,No,No,No,No,0,No
4925-LMHOK,Male,29,Yes,No,No,No,0,No
4926-UMJZD,Female,51,No,No,Yes,No,0,Yes
4927-WWOOZ,Male,39,No,No,Yes,No,0,Yes
4929-BSTRX,Female,61,No,No,No,No,0,No
4929-ROART,Male,47,No,No,No,No,0,No
4929-XIHVW,Male,79,No,Yes,Yes,No,0,Yes
4931-TRZWN,Female,54,No,No,No,No,0,No
4933-BSAIP,Female,39,No,No,Yes,No,0,Yes
4933-IKULF,Female,71,No,Yes,No,No,0,No
4936-YPJNK,Female,56,No,No,No,No,0,No
4937-QPZPO,Male,62,No,No,Yes,Yes,3,Yes
4939-KYYPY,Male,55,No,No,No,No,0,No
4940-KHCWD,Female,61,No,No,Yes,No,0,Yes
4942-VZZOM,Male,40,No,No,Yes,No,0,Yes
4945-RVMTE,Female,57,No,No,No,No,0,No
4946-EDSEW,Female,35,No,No,Yes,Yes,3,Yes
4947-DSMXK,Male,28,Yes,No,Yes,Yes,2,Yes
4948-WBBKL,Female,80,No,Yes,No,No,0,No
4950-BDEUX,Male,47,No,No,No,No,0,No
4950-HKQTE,Female,47,No,No,No,No,0,No
4951-UKAAQ,Female,30,No,No,No,No,0,No
4952-YSOGZ,Female,48,No,No,Yes,No,0,Yes
4955-VCWBI,Female,51,No,No,Yes,Yes,2,Yes
4957-SREEC,Male,38,No,No,Yes,Yes,1,Yes
4957-TIALW,Female,26,Yes,No,No,No,0,No
4957-TREIR,Male,37,No,No,No,No,0,No
4958-GZWIY,Male,61,No,No,Yes,No,0,Yes
4958-XCBDQ,Male,68,No,Yes,No,No,0,No
4959-JOSRX,Female,41,No,No,Yes,No,0,Yes
4962-CHQPW,Male,54,No,No,No,Yes,3,No
4967-WPNCF,Male,36,No,No,No,No,0,No
4971-PUYQO,Female,48,No,No,No,No,0,No
4973-MGTON,Female,33,No,No,Yes,No,0,Yes
4973-RLZVI,Female,52,No,No,No,No,0,No
4976-LNFVV,Male,65,No,Yes,Yes,No,0,Yes
4979-HPRFL,Male,54,No,No,Yes,Yes,2,Yes
4980-URKXC,Male,26,Yes,No,Yes,No,0,Yes
4981-FLTMF,Female,35,No,No,Yes,Yes,1,Yes
4983-CCWMC,Male,43,No,No,No,No,0,No
4983-CLMLV,Female,30,No,No,Yes,No,0,Yes
4986-MXSFP,Female,40,No,No,No,No,0,No
4987-GQWPO,Male,48,No,No,No,No,0,No
4988-IQIGL,Male,80,No,Yes,No,No,0,No
4989-LIXVT,Male,66,No,Yes,No,No,0,No
4990-ALDGW,Male,37,No,No,No,No,0,No
4992-LTJNE,Male,40,No,No,Yes,No,0,Yes
4993-JCRGJ,Male,62,No,No,No,No,0,No
4994-OBRSZ,Male,24,Yes,No,No,Yes,3,No
4998-IKFSE,Female,27,Yes,No,No,No,0,No
4999-IEZLT,Male,45,No,No,No,No,0,No
5002-GCQFH,Male,30,No,No,Yes,No,0,Yes
5003-OKNNK,Female,44,No,No,Yes,Yes,3,Yes
5003-XZWWO,Male,32,No,No,Yes,No,0,Yes
5006-MXVRN,Female,23,Yes,No,No,No,0,No
5010-IPEAQ,Female,29,Yes,No,Yes,Yes,2,Yes
5012-YSPJJ,Male,20,Yes,No,Yes,Yes,1,Yes
5013-SBUIH,Female,63,No,No,No,No,0,No
5014-GSOUQ,Male,59,No,No,No,No,0,No
5014-WUQMG,Male,23,Yes,No,Yes,Yes,2,Yes
5016-ETTFF,Male,46,No,No,No,No,0,No
5016-IBERQ,Male,28,Yes,No,Yes,No,0,Yes
5016-LIPDW,Male,45,No,No,Yes,Yes,2,Yes
5018-GWURO,Female,25,Yes,No,Yes,No,0,Yes
5018-HEKFO,Female,51,No,No,No,No,0,No
5018-LXQQG,Female,47,No,No,Yes,Yes,2,Yes
5019-GQVCR,Male,74,No,Yes,No,No,0,No
5020-ZSTTY,Female,70,No,Yes,No,No,0,No
5022-JNQEQ,Female,39,No,No,Yes,Yes,1,Yes
5022-KVDQT,Male,20,Yes,No,No,No,0,No
5025-GOOKI,Female,46,No,No,No,No,0,No
5027-QPKTE,Male,39,No,No,Yes,No,0,Yes
5027-XWQHA,Male,35,No,No,No,No,0,No
5027-YOCXN,Male,23,Yes,No,Yes,No,0,Yes
5028-GZLDO,Male,21,Yes,No,No,No,0,No
5028-HTLJB,Male,69,No,Yes,No,No,0,No
5032-MIYKT,Female,19,Yes,No,No,No,0,No
5032-USPKF,Female,57,No,No,No,No,0,No
5035-BVCXS,Male,20,Yes,No,No,No,0,No
5035-PGZXH,Female,49,No,No,No,No,0,No
5038-ETMLM,Female,35,No,No,Yes,No,0,Yes
5039-LZRQT,Female,52,No,No,No,No,0,No
5043-TRZWM,Female,32,No,No,No,No,0,No
5044-LRQAQ,Female,19,Yes,No,Yes,No,0,Yes
5044-XDPYX,Female,59,No,No,Yes,No,0,Yes
5046-NUHWD,Female,69,No,Yes,Yes,No,0,Yes
5047-LHVLY,Male,68,No,Yes,No,No,0,No
5049-GLYVG,Male,56,No,No,No,No,0,No
5049-MUBWG,Male,24,Yes,No,No,No,0,No
5052-PNLOS,Male,50,No,No,No,No,0,No
5054-IEXZT,Male,41,No,No,No,No,0,No
5055-BRMNE,Female,35,No,No,Yes,Yes,2,Yes
5055-MGMGF,Female,35,No,No,Yes,No,0,Yes
5056-FIMPT,Female,47,No,No,No,Yes,2,No
5057-LCOUI,Female,35,No,No,No,No,0,No
5057-RKGLH,Female,22,Yes,No,Yes,Yes,1,Yes
5060-TQUQN,Male,19,Yes,No,Yes,Yes,1,Yes
5061-PBXFW,Female,49,No,No,Yes,Yes,1,Yes
5062-CJJKH,Male,63,No,No,Yes,Yes,3,Yes
5063-IUOKK,Male,56,No,No,No,No,0,No
5066-GFJMM,Female,55,No,No,Yes,No,0,Yes
5067-DGXLL,Male,35,No,No,No,No,0,No
5067-WJEUN,Male,42,No,No,Yes,Yes,2,Yes
5067-XJQFU,Male,77,No,Yes,Yes,No,0,Yes
5071-FBJFS,Female,61,No,No,Yes,Yes,1,Yes
5073-RZGBK,Female,50,No,No,Yes,Yes,3,Yes
5073-WXOYN,Female,58,No,No,No,No,0,No
5074-FBGHB,Male,47,No,No,No,No,0,No
5075-JSDKI,Female,64,No,No,No,No,0,No
5076-YVXCM,Male,55,No,No,No,No,0,No
5077-DXTCG,Female,37,No,No,No,No,0,No
5081-NWSUP,Female,54,No,No,No,No,0,No
5084-OOVCJ,Female,25,Yes,No,Yes,Yes,3,Yes
5087-SUURX,Female,46,No,No,Yes,No,0,Yes
5088-QZLRL,Male,50,No,No,No,No,0,No
5089-IFSDP,Female,39,No,No,Yes,No,0,Yes
5090-EMGTC,Female,32,No,No,Yes,No,0,Yes
5091-HFAZW,Female,36,No,No,No,No,0,No
5092-STPKP,Female,45,No,No,No,No,0,No
5093-FEGLU,Female,21,Yes,No,Yes,No,0,Yes
5095-AESKG,Female,33,No,No,Yes,No,0,Yes
5095-ETBRJ,Female,28,Yes,No,Yes,No,0,Yes
5099-BAILX,Male,77,No,Yes,Yes,No,0,Yes
5103-MHMHY,Female,49,No,No,No,Yes,1,No
5108-ADXWO,Male,30,No,No,No,No,0,No
5110-CHOPY,Female,61,No,No,No,No,0,No
5115-GZDEL,Male,20,Yes,No,No,Yes,3,No
5115-SQAAU,Female,55,No,No,Yes,Yes,1,Yes
5117-IFGPS,Male,73,No,Yes,Yes,No,0,Yes
5117-ZSMHQ,Female,22,Yes,No,Yes,Yes,1,Yes
5118-MUEYH,Female,22,Yes,No,Yes,No,0,Yes
5119-KEPFY,Male,50,No,No,Yes,No,0,Yes
5119-NZPTV,Male,70,No,Yes,Yes,No,0,Yes
5120-ZBLAI,Female,40,No,No,Yes,No,0,Yes
5122-CYFXA,Female,53,No,No,No,No,0,No
5124-EOGYE,Male,59,No,No,No,No,0,No
5125-CNDSP,Male,48,No,No,No,No,0,No
5126-RCXYW,Male,41,No,No,Yes,Yes,1,Yes
5127-BZENZ,Female,62,No,No,Yes,No,0,Yes
5129-HHMZC,Female,64,No,No,Yes,No,0,Yes
5129-JLPIS,Male,27,Yes,No,No,No,0,No
5130-IEKQT,Male,73,No,Yes,No,No,0,No
5130-YPIRV,Female,22,Yes,No,Yes,No,0,Yes
5131-PONJI,Male,62,No,No,Yes,Yes,3,Yes
5133-POWUA,Male,34,No,No,No,No,0,No
5133-VRSAB,Male,47,No,No,No,No,0,No
5134-IKDAY,Female,34,No,No,Yes,No,0,Yes
5135-GRQJV,Male,75,No,Yes,Yes,No,0,Yes
5135-RDDQL,Female,37,No,No,Yes,Yes,1,Yes
5136-GFPMB,Male,44,No,No,No,No,0,No
5136-KCKGI,Female,22,Yes,No,Yes,No,0,Yes
5136-RGMZO,Male,39,No,No,No,No,0,No
5138-WVKYJ,Male,51,No,No,No,No,0,No
5140-FOMCQ,Female,52,No,No,Yes,No,0,Yes
5141-ZUVBH,Female,46,No,No,No,Yes,1,No
5143-EGQFK,Female,76,No,Yes,No,No,0,No
5143-WMWOG,Male,62,No,No,No,No,0,No
5144-PQCDZ,Male,55,No,No,No,No,0,No
5144-TVGLP,Male,68,No,Yes,No,No,0,No
5146-CBVOE,Female,44,No,No,No,No,0,No
5146-YYFRZ,Male,32,No,No,No,No,0,No
5148-HKFIR,Female,49,No,No,No,No,0,No
5148-ORICT,Female,23,Yes,No,Yes,No,0,Yes
5149-CUZUJ,Male,35,No,No,Yes,No,0,Yes
5149-QYTTU,Female,35,No,No,Yes,Yes,1,Yes
5149-TGWDZ,Female,48,No,No,No,No,0,No
5150-ITWWB,Male,65,No,Yes,No,No,0,No
5150-LJNSR,Male,27,Yes,No,Yes,Yes,3,Yes
5151-HQRDG,Male,57,No,No,Yes,No,0,Yes
5153-LXKDT,Male,51,No,No,Yes,Yes,3,Yes
5153-RTHKF,Female,26,Yes,No,No,No,0,No
5154-VEKBL,Female,30,No,No,No,No,0,No
5155-AZQPB,Female,33,No,No,Yes,Yes,1,Yes
5156-UMKOW,Female,44,No,No,No,Yes,3,No
5158-RIVOP,Female,32,No,No,Yes,Yes,1,Yes
5159-YFPKQ,Female,37,No,No,No,No,0,No
5160-UXJED,Male,27,Yes,No,No,No,0,No
5161-UBZXI,Male,38,No,No,Yes,Yes,2,Yes
5161-XEUVX,Male,23,Yes,No,Yes,No,0,Yes
5167-GBFRE,Male,73,No,Yes,No,No,0,No
5167-ZFFMM,Male,64,No,No,No,No,0,No
5168-MQQCA,Female,50,No,No,Yes,No,0,Yes
5168-MSWXT,Male,26,Yes,No,Yes,Yes,3,Yes
5170-PTRKA,Female,19,Yes,No,Yes,No,0,Yes
5171-EPLKN,Male,27,Yes,No,No,No,0,No
5172-MIGPM,Male,22,Yes,No,No,No,0,No
